externalId;customerExternalId;label;addressLine1;addressLine2;postalCode;city;country;isDefault;notes
SITE-0609;CLI-0609;Bureau;50 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0610;CLI-0610;Siège;51 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0611;CLI-0611;Agence;52 place de la République;;06000;Nice;FR;true;
SITE-0612;CLI-0612;Entrepôt;53 chemin des Vignes;Étage 2;35000;Rennes;FR;true;Site principal
SITE-0613;CLI-0613;Chantier principal;54 impasse des Lilas;;51100;Reims;FR;true;
SITE-0614;CLI-0614;Bureau;55 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0615;CLI-0615;Siège;56 rue Nationale;;80000;Amiens;FR;true;
SITE-0616;CLI-0616;Agence;57 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0617;CLI-0617;Entrepôt;58 rue de la Paix;;14000;Caen;FR;true;
SITE-0618;CLI-0618;Chantier principal;59 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0619;CLI-0619;Bureau;60 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0620;CLI-0620;Siège;61 rue du Commerce;;75001;Paris;FR;true;
SITE-0621;CLI-0621;Agence;62 place de la République;Étage 2;75002;Paris;FR;true;
SITE-0622;CLI-0622;Entrepôt;63 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0623;CLI-0623;Chantier principal;64 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0624;CLI-0624;Bureau;65 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0625;CLI-0625;Siège;66 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0626;CLI-0626;Agence;67 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0627;CLI-0627;Entrepôt;68 rue de la Paix;;44000;Nantes;FR;true;
SITE-0628;CLI-0628;Chantier principal;69 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0629;CLI-0629;Bureau;70 boulevard Haussmann;;67000;Strasbourg;FR;true;Site principal
SITE-0630;CLI-0630;Siège;71 rue du Commerce;Étage 2;34000;Montpellier;FR;true;
SITE-0631;CLI-0631;Agence;72 place de la République;;06000;Nice;FR;true;
SITE-0632;CLI-0632;Entrepôt;73 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0633;CLI-0633;Chantier principal;74 impasse des Lilas;;51100;Reims;FR;true;
SITE-0634;CLI-0634;Bureau;75 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0635;CLI-0635;Siège;76 rue Nationale;;80000;Amiens;FR;true;
SITE-0636;CLI-0636;Agence;77 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0637;CLI-0637;Entrepôt;78 rue de la Paix;;14000;Caen;FR;true;
SITE-0638;CLI-0638;Chantier principal;79 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0639;CLI-0639;Bureau;80 boulevard Haussmann;Étage 2;29800;Landerneau;FR;true;
SITE-0640;CLI-0640;Siège;1 rue du Commerce;;75001;Paris;FR;true;
SITE-0641;CLI-0641;Agence;2 place de la République;;75002;Paris;FR;true;
SITE-0642;CLI-0642;Entrepôt;3 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0643;CLI-0643;Chantier principal;4 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0644;CLI-0644;Bureau;5 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0645;CLI-0645;Siège;6 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0646;CLI-0646;Agence;7 cours Mirabeau;;31000;Toulouse;FR;true;Site principal
SITE-0647;CLI-0647;Entrepôt;8 rue de la Paix;;44000;Nantes;FR;true;
SITE-0648;CLI-0648;Chantier principal;9 avenue Victor Hugo;Étage 2;59000;Lille;FR;true;
SITE-0649;CLI-0649;Bureau;10 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0650;CLI-0650;Siège;11 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0651;CLI-0651;Agence;12 place de la République;;06000;Nice;FR;true;
SITE-0652;CLI-0652;Entrepôt;13 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0653;CLI-0653;Chantier principal;14 impasse des Lilas;;51100;Reims;FR;true;
SITE-0654;CLI-0654;Bureau;15 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0655;CLI-0655;Siège;16 rue Nationale;;80000;Amiens;FR;true;
SITE-0656;CLI-0656;Agence;17 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0657;CLI-0657;Entrepôt;18 rue de la Paix;Étage 2;14000;Caen;FR;true;
SITE-0658;CLI-0658;Chantier principal;19 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0659;CLI-0659;Bureau;20 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0660;CLI-0660;Siège;21 rue du Commerce;;75001;Paris;FR;true;
SITE-0661;CLI-0661;Agence;22 place de la République;;75002;Paris;FR;true;
SITE-0662;CLI-0662;Entrepôt;23 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0663;CLI-0663;Chantier principal;24 impasse des Lilas;;69003;Lyon;FR;true;Site principal
SITE-0664;CLI-0664;Bureau;25 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0665;CLI-0665;Siège;26 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0666;CLI-0666;Agence;27 cours Mirabeau;Étage 2;31000;Toulouse;FR;true;
SITE-0667;CLI-0667;Entrepôt;28 rue de la Paix;;44000;Nantes;FR;true;
SITE-0668;CLI-0668;Chantier principal;29 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0669;CLI-0669;Bureau;30 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0670;CLI-0670;Siège;31 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0671;CLI-0671;Agence;32 place de la République;;06000;Nice;FR;true;
SITE-0672;CLI-0672;Entrepôt;33 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0673;CLI-0673;Chantier principal;34 impasse des Lilas;;51100;Reims;FR;true;
SITE-0674;CLI-0674;Bureau;35 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0675;CLI-0675;Siège;36 rue Nationale;Étage 2;80000;Amiens;FR;true;
SITE-0676;CLI-0676;Agence;37 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0677;CLI-0677;Entrepôt;38 rue de la Paix;;14000;Caen;FR;true;
SITE-0678;CLI-0678;Chantier principal;39 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0679;CLI-0679;Bureau;40 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0680;CLI-0680;Siège;41 rue du Commerce;;75001;Paris;FR;true;Site principal
SITE-0681;CLI-0681;Agence;42 place de la République;;75002;Paris;FR;true;
SITE-0682;CLI-0682;Entrepôt;43 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0683;CLI-0683;Chantier principal;44 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0684;CLI-0684;Bureau;45 allée des Tilleuls;Étage 2;13001;Marseille;FR;true;
SITE-0685;CLI-0685;Siège;46 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0686;CLI-0686;Agence;47 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0687;CLI-0687;Entrepôt;48 rue de la Paix;;44000;Nantes;FR;true;
SITE-0688;CLI-0688;Chantier principal;49 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0689;CLI-0689;Bureau;50 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0690;CLI-0690;Siège;51 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0691;CLI-0691;Agence;52 place de la République;;06000;Nice;FR;true;
SITE-0692;CLI-0692;Entrepôt;53 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0693;CLI-0693;Chantier principal;54 impasse des Lilas;Étage 2;51100;Reims;FR;true;
SITE-0694;CLI-0694;Bureau;55 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0695;CLI-0695;Siège;56 rue Nationale;;80000;Amiens;FR;true;
SITE-0696;CLI-0696;Agence;57 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0697;CLI-0697;Entrepôt;58 rue de la Paix;;14000;Caen;FR;true;Site principal
SITE-0698;CLI-0698;Chantier principal;59 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0699;CLI-0699;Bureau;60 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0700;CLI-0700;Siège;61 rue du Commerce;;75001;Paris;FR;true;
SITE-0701;CLI-0701;Agence;62 place de la République;;75002;Paris;FR;true;
SITE-0702;CLI-0702;Entrepôt;63 chemin des Vignes;Étage 2;69001;Lyon;FR;true;
SITE-0703;CLI-0703;Chantier principal;64 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0704;CLI-0704;Bureau;65 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0705;CLI-0705;Siège;66 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0706;CLI-0706;Agence;67 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0707;CLI-0707;Entrepôt;68 rue de la Paix;;44000;Nantes;FR;true;
SITE-0708;CLI-0708;Chantier principal;69 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0709;CLI-0709;Bureau;70 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0710;CLI-0710;Siège;71 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0711;CLI-0711;Agence;72 place de la République;Étage 2;06000;Nice;FR;true;
SITE-0712;CLI-0712;Entrepôt;73 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0713;CLI-0713;Chantier principal;74 impasse des Lilas;;51100;Reims;FR;true;
SITE-0714;CLI-0714;Bureau;75 allée des Tilleuls;;21000;Dijon;FR;true;Site principal
SITE-0715;CLI-0715;Siège;76 rue Nationale;;80000;Amiens;FR;true;
SITE-0716;CLI-0716;Agence;77 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0717;CLI-0717;Entrepôt;78 rue de la Paix;;14000;Caen;FR;true;
SITE-0718;CLI-0718;Chantier principal;79 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0719;CLI-0719;Bureau;80 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0720;CLI-0720;Siège;1 rue du Commerce;Étage 2;75001;Paris;FR;true;
SITE-0721;CLI-0721;Agence;2 place de la République;;75002;Paris;FR;true;
SITE-0722;CLI-0722;Entrepôt;3 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0723;CLI-0723;Chantier principal;4 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0724;CLI-0724;Bureau;5 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0725;CLI-0725;Siège;6 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0726;CLI-0726;Agence;7 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0727;CLI-0727;Entrepôt;8 rue de la Paix;;44000;Nantes;FR;true;
SITE-0728;CLI-0728;Chantier principal;9 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0729;CLI-0729;Bureau;10 boulevard Haussmann;Étage 2;67000;Strasbourg;FR;true;
SITE-0730;CLI-0730;Siège;11 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0731;CLI-0731;Agence;12 place de la République;;06000;Nice;FR;true;Site principal
SITE-0732;CLI-0732;Entrepôt;13 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0733;CLI-0733;Chantier principal;14 impasse des Lilas;;51100;Reims;FR;true;
SITE-0734;CLI-0734;Bureau;15 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0735;CLI-0735;Siège;16 rue Nationale;;80000;Amiens;FR;true;
SITE-0736;CLI-0736;Agence;17 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0737;CLI-0737;Entrepôt;18 rue de la Paix;;14000;Caen;FR;true;
SITE-0738;CLI-0738;Chantier principal;19 avenue Victor Hugo;Étage 2;29200;Brest;FR;true;
SITE-0739;CLI-0739;Bureau;20 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0740;CLI-0740;Siège;21 rue du Commerce;;75001;Paris;FR;true;
SITE-0741;CLI-0741;Agence;22 place de la République;;75002;Paris;FR;true;
SITE-0742;CLI-0742;Entrepôt;23 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0743;CLI-0743;Chantier principal;24 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0744;CLI-0744;Bureau;25 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0745;CLI-0745;Siège;26 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0746;CLI-0746;Agence;27 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0747;CLI-0747;Entrepôt;28 rue de la Paix;Étage 2;44000;Nantes;FR;true;
SITE-0748;CLI-0748;Chantier principal;29 avenue Victor Hugo;;59000;Lille;FR;true;Site principal
SITE-0749;CLI-0749;Bureau;30 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0750;CLI-0750;Siège;31 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0751;CLI-0751;Agence;32 place de la République;;06000;Nice;FR;true;
SITE-0752;CLI-0752;Entrepôt;33 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0753;CLI-0753;Chantier principal;34 impasse des Lilas;;51100;Reims;FR;true;
SITE-0754;CLI-0754;Bureau;35 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0755;CLI-0755;Siège;36 rue Nationale;;80000;Amiens;FR;true;
SITE-0756;CLI-0756;Agence;37 cours Mirabeau;Étage 2;76000;Rouen;FR;true;
SITE-0757;CLI-0757;Entrepôt;38 rue de la Paix;;14000;Caen;FR;true;
SITE-0758;CLI-0758;Chantier principal;39 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0759;CLI-0759;Bureau;40 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0760;CLI-0760;Siège;41 rue du Commerce;;75001;Paris;FR;true;
SITE-0761;CLI-0761;Agence;42 place de la République;;75002;Paris;FR;true;
SITE-0762;CLI-0762;Entrepôt;43 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0763;CLI-0763;Chantier principal;44 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0764;CLI-0764;Bureau;45 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0765;CLI-0765;Siège;46 rue Nationale;Étage 2;33000;Bordeaux;FR;true;Site principal
SITE-0766;CLI-0766;Agence;47 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0767;CLI-0767;Entrepôt;48 rue de la Paix;;44000;Nantes;FR;true;
SITE-0768;CLI-0768;Chantier principal;49 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0769;CLI-0769;Bureau;50 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0770;CLI-0770;Siège;51 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0771;CLI-0771;Agence;52 place de la République;;06000;Nice;FR;true;
SITE-0772;CLI-0772;Entrepôt;53 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0773;CLI-0773;Chantier principal;54 impasse des Lilas;;51100;Reims;FR;true;
SITE-0774;CLI-0774;Bureau;55 allée des Tilleuls;Étage 2;21000;Dijon;FR;true;
SITE-0775;CLI-0775;Siège;56 rue Nationale;;80000;Amiens;FR;true;
SITE-0776;CLI-0776;Agence;57 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0777;CLI-0777;Entrepôt;58 rue de la Paix;;14000;Caen;FR;true;
SITE-0778;CLI-0778;Chantier principal;59 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0779;CLI-0779;Bureau;60 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0780;CLI-0780;Siège;61 rue du Commerce;;75001;Paris;FR;true;
SITE-0781;CLI-0781;Agence;62 place de la République;;75002;Paris;FR;true;
SITE-0782;CLI-0782;Entrepôt;63 chemin des Vignes;;69001;Lyon;FR;true;Site principal
SITE-0783;CLI-0783;Chantier principal;64 impasse des Lilas;Étage 2;69003;Lyon;FR;true;
SITE-0784;CLI-0784;Bureau;65 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0785;CLI-0785;Siège;66 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0786;CLI-0786;Agence;67 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0787;CLI-0787;Entrepôt;68 rue de la Paix;;44000;Nantes;FR;true;
SITE-0788;CLI-0788;Chantier principal;69 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0789;CLI-0789;Bureau;70 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0790;CLI-0790;Siège;71 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0791;CLI-0791;Agence;72 place de la République;;06000;Nice;FR;true;
SITE-0792;CLI-0792;Entrepôt;73 chemin des Vignes;Étage 2;35000;Rennes;FR;true;
SITE-0793;CLI-0793;Chantier principal;74 impasse des Lilas;;51100;Reims;FR;true;
SITE-0794;CLI-0794;Bureau;75 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0795;CLI-0795;Siège;76 rue Nationale;;80000;Amiens;FR;true;
SITE-0796;CLI-0796;Agence;77 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0797;CLI-0797;Entrepôt;78 rue de la Paix;;14000;Caen;FR;true;
SITE-0798;CLI-0798;Chantier principal;79 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0799;CLI-0799;Bureau;80 boulevard Haussmann;;29800;Landerneau;FR;true;Site principal
SITE-0800;CLI-0800;Siège;1 rue du Commerce;;75001;Paris;FR;true;
SITE-0801;CLI-0801;Agence;2 place de la République;Étage 2;75002;Paris;FR;true;
SITE-0802;CLI-0802;Entrepôt;3 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0803;CLI-0803;Chantier principal;4 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0804;CLI-0804;Bureau;5 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0805;CLI-0805;Siège;6 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0806;CLI-0806;Agence;7 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0807;CLI-0807;Entrepôt;8 rue de la Paix;;44000;Nantes;FR;true;
SITE-0808;CLI-0808;Chantier principal;9 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0809;CLI-0809;Bureau;10 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0810;CLI-0810;Siège;11 rue du Commerce;Étage 2;34000;Montpellier;FR;true;
SITE-0811;CLI-0811;Agence;12 place de la République;;06000;Nice;FR;true;
SITE-0812;CLI-0812;Entrepôt;13 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0813;CLI-0813;Chantier principal;14 impasse des Lilas;;51100;Reims;FR;true;
SITE-0814;CLI-0814;Bureau;15 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0815;CLI-0815;Siège;16 rue Nationale;;80000;Amiens;FR;true;
SITE-0816;CLI-0816;Agence;17 cours Mirabeau;;76000;Rouen;FR;true;Site principal
SITE-0817;CLI-0817;Entrepôt;18 rue de la Paix;;14000;Caen;FR;true;
SITE-0818;CLI-0818;Chantier principal;19 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0819;CLI-0819;Bureau;20 boulevard Haussmann;Étage 2;29800;Landerneau;FR;true;
SITE-0820;CLI-0820;Siège;21 rue du Commerce;;75001;Paris;FR;true;
SITE-0821;CLI-0821;Agence;22 place de la République;;75002;Paris;FR;true;
SITE-0822;CLI-0822;Entrepôt;23 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0823;CLI-0823;Chantier principal;24 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0824;CLI-0824;Bureau;25 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0825;CLI-0825;Siège;26 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0826;CLI-0826;Agence;27 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0827;CLI-0827;Entrepôt;28 rue de la Paix;;44000;Nantes;FR;true;
SITE-0828;CLI-0828;Chantier principal;29 avenue Victor Hugo;Étage 2;59000;Lille;FR;true;
SITE-0829;CLI-0829;Bureau;30 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0830;CLI-0830;Siège;31 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0831;CLI-0831;Agence;32 place de la République;;06000;Nice;FR;true;
SITE-0832;CLI-0832;Entrepôt;33 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0833;CLI-0833;Chantier principal;34 impasse des Lilas;;51100;Reims;FR;true;Site principal
SITE-0834;CLI-0834;Bureau;35 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0835;CLI-0835;Siège;36 rue Nationale;;80000;Amiens;FR;true;
SITE-0836;CLI-0836;Agence;37 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0837;CLI-0837;Entrepôt;38 rue de la Paix;Étage 2;14000;Caen;FR;true;
SITE-0838;CLI-0838;Chantier principal;39 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0839;CLI-0839;Bureau;40 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0840;CLI-0840;Siège;41 rue du Commerce;;75001;Paris;FR;true;
SITE-0841;CLI-0841;Agence;42 place de la République;;75002;Paris;FR;true;
SITE-0842;CLI-0842;Entrepôt;43 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0843;CLI-0843;Chantier principal;44 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0844;CLI-0844;Bureau;45 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0845;CLI-0845;Siège;46 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0846;CLI-0846;Agence;47 cours Mirabeau;Étage 2;31000;Toulouse;FR;true;
SITE-0847;CLI-0847;Entrepôt;48 rue de la Paix;;44000;Nantes;FR;true;
SITE-0848;CLI-0848;Chantier principal;49 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0849;CLI-0849;Bureau;50 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0850;CLI-0850;Siège;51 rue du Commerce;;34000;Montpellier;FR;true;Site principal
SITE-0851;CLI-0851;Agence;52 place de la République;;06000;Nice;FR;true;
SITE-0852;CLI-0852;Entrepôt;53 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0853;CLI-0853;Chantier principal;54 impasse des Lilas;;51100;Reims;FR;true;
SITE-0854;CLI-0854;Bureau;55 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0855;CLI-0855;Siège;56 rue Nationale;Étage 2;80000;Amiens;FR;true;
SITE-0856;CLI-0856;Agence;57 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0857;CLI-0857;Entrepôt;58 rue de la Paix;;14000;Caen;FR;true;
SITE-0858;CLI-0858;Chantier principal;59 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0859;CLI-0859;Bureau;60 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0860;CLI-0860;Siège;61 rue du Commerce;;75001;Paris;FR;true;
SITE-0861;CLI-0861;Agence;62 place de la République;;75002;Paris;FR;true;
SITE-0862;CLI-0862;Entrepôt;63 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0863;CLI-0863;Chantier principal;64 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0864;CLI-0864;Bureau;65 allée des Tilleuls;Étage 2;13001;Marseille;FR;true;
SITE-0865;CLI-0865;Siège;66 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0866;CLI-0866;Agence;67 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0867;CLI-0867;Entrepôt;68 rue de la Paix;;44000;Nantes;FR;true;Site principal
SITE-0868;CLI-0868;Chantier principal;69 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0869;CLI-0869;Bureau;70 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0870;CLI-0870;Siège;71 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0871;CLI-0871;Agence;72 place de la République;;06000;Nice;FR;true;
SITE-0872;CLI-0872;Entrepôt;73 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0873;CLI-0873;Chantier principal;74 impasse des Lilas;Étage 2;51100;Reims;FR;true;
SITE-0874;CLI-0874;Bureau;75 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0875;CLI-0875;Siège;76 rue Nationale;;80000;Amiens;FR;true;
SITE-0876;CLI-0876;Agence;77 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0877;CLI-0877;Entrepôt;78 rue de la Paix;;14000;Caen;FR;true;
SITE-0878;CLI-0878;Chantier principal;79 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0879;CLI-0879;Bureau;80 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0880;CLI-0880;Siège;1 rue du Commerce;;75001;Paris;FR;true;
SITE-0881;CLI-0881;Agence;2 place de la République;;75002;Paris;FR;true;
SITE-0882;CLI-0882;Entrepôt;3 chemin des Vignes;Étage 2;69001;Lyon;FR;true;
SITE-0883;CLI-0883;Chantier principal;4 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0884;CLI-0884;Bureau;5 allée des Tilleuls;;13001;Marseille;FR;true;Site principal
SITE-0885;CLI-0885;Siège;6 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0886;CLI-0886;Agence;7 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0887;CLI-0887;Entrepôt;8 rue de la Paix;;44000;Nantes;FR;true;
SITE-0888;CLI-0888;Chantier principal;9 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0889;CLI-0889;Bureau;10 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0890;CLI-0890;Siège;11 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0891;CLI-0891;Agence;12 place de la République;Étage 2;06000;Nice;FR;true;
SITE-0892;CLI-0892;Entrepôt;13 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0893;CLI-0893;Chantier principal;14 impasse des Lilas;;51100;Reims;FR;true;
SITE-0894;CLI-0894;Bureau;15 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0895;CLI-0895;Siège;16 rue Nationale;;80000;Amiens;FR;true;
SITE-0896;CLI-0896;Agence;17 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0897;CLI-0897;Entrepôt;18 rue de la Paix;;14000;Caen;FR;true;
SITE-0898;CLI-0898;Chantier principal;19 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0899;CLI-0899;Bureau;20 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0900;CLI-0900;Siège;21 rue du Commerce;Étage 2;75001;Paris;FR;true;
SITE-0901;CLI-0901;Agence;22 place de la République;;75002;Paris;FR;true;Site principal
SITE-0902;CLI-0902;Entrepôt;23 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0903;CLI-0903;Chantier principal;24 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0904;CLI-0904;Bureau;25 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0905;CLI-0905;Siège;26 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0906;CLI-0906;Agence;27 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0907;CLI-0907;Entrepôt;28 rue de la Paix;;44000;Nantes;FR;true;
SITE-0908;CLI-0908;Chantier principal;29 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0909;CLI-0909;Bureau;30 boulevard Haussmann;Étage 2;67000;Strasbourg;FR;true;
SITE-0910;CLI-0910;Siège;31 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0911;CLI-0911;Agence;32 place de la République;;06000;Nice;FR;true;
SITE-0912;CLI-0912;Entrepôt;33 chemin des Vignes;;35000;Rennes;FR;true;
