externalId;caseExternalId;title;description;status;scheduledStart;scheduledEnd;startedAt;completedAt;typeName;typeColor;assigneeEmail;teamName;notes
INT-0352;DOS-0352;Intervention 352;;planned;2025-05-02T08:00:00;2025-05-02T10:00:00;;;Pose;#2563eb;;Équipe Nord;Import historique
INT-0353;DOS-0353;Intervention 353;;in_progress;2026-06-03T09:00:00;2026-06-03T11:00:00;2026-06-03T09:15:00;;SAV;#ea580c;;;
INT-0354;DOS-0354;Intervention 354;;completed;2024-07-04T10:00:00;2024-07-04T12:00:00;2024-07-04T10:15:00;2024-07-04T11:45:00;Entretien;#16a34a;;;
INT-0355;DOS-0355;Intervention 355;Notes terrain 355;cancelled;2025-08-05T11:00:00;2025-08-05T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0356;DOS-0356;Intervention 356;;planned;2026-09-06T12:00:00;2026-09-06T14:00:00;;;Pose;#2563eb;;;
INT-0357;DOS-0357;Intervention 357;;in_progress;2024-10-07T13:00:00;2024-10-07T15:00:00;2024-10-07T13:15:00;;SAV;#ea580c;;;
INT-0358;DOS-0358;Intervention 358;;completed;2025-11-08T14:00:00;2025-11-08T16:00:00;2025-11-08T14:15:00;2025-11-08T15:45:00;Entretien;#16a34a;;;
INT-0359;DOS-0359;Intervention 359;;cancelled;2026-12-09T15:00:00;2026-12-09T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0360;DOS-0360;Intervention 360;Notes terrain 360;planned;2024-01-10T08:00:00;2024-01-10T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0361;DOS-0361;Intervention 361;;in_progress;2025-02-11T09:00:00;2025-02-11T11:00:00;2025-02-11T09:15:00;;SAV;#ea580c;;;
INT-0362;DOS-0362;Intervention 362;;completed;2026-03-12T10:00:00;2026-03-12T12:00:00;2026-03-12T10:15:00;2026-03-12T11:45:00;Entretien;#16a34a;;;
INT-0363;DOS-0363;Intervention 363;;cancelled;2024-04-13T11:00:00;2024-04-13T13:00:00;;;Diagnostic;#7c3aed;;Équipe Nord;
INT-0364;DOS-0364;Intervention 364;;planned;2025-05-14T12:00:00;2025-05-14T14:00:00;;;Pose;#2563eb;;;
INT-0365;DOS-0365;Intervention 365;Notes terrain 365;in_progress;2026-06-15T13:00:00;2026-06-15T15:00:00;2026-06-15T13:15:00;;SAV;#ea580c;;;
INT-0366;DOS-0366;Intervention 366;;completed;2024-07-16T14:00:00;2024-07-16T16:00:00;2024-07-16T14:15:00;2024-07-16T15:45:00;Entretien;#16a34a;;;
INT-0367;DOS-0367;Intervention 367;;cancelled;2025-08-17T15:00:00;2025-08-17T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0368;DOS-0368;Intervention 368;;planned;2026-09-18T08:00:00;2026-09-18T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0369;DOS-0369;Intervention 369;;in_progress;2024-10-19T09:00:00;2024-10-19T11:00:00;2024-10-19T09:15:00;;SAV;#ea580c;;;
INT-0370;DOS-0370;Intervention 370;Notes terrain 370;completed;2025-11-20T10:00:00;2025-11-20T12:00:00;2025-11-20T10:15:00;2025-11-20T11:45:00;Entretien;#16a34a;;;
INT-0371;DOS-0371;Intervention 371;;cancelled;2026-12-21T11:00:00;2026-12-21T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0372;DOS-0372;Intervention 372;;planned;2024-01-22T12:00:00;2024-01-22T14:00:00;;;Pose;#2563eb;;;
INT-0373;DOS-0373;Intervention 373;;in_progress;2025-02-23T13:00:00;2025-02-23T15:00:00;2025-02-23T13:15:00;;SAV;#ea580c;;;
INT-0374;DOS-0374;Intervention 374;;completed;2026-03-24T14:00:00;2026-03-24T16:00:00;2026-03-24T14:15:00;2026-03-24T15:45:00;Entretien;#16a34a;;Équipe Nord;
INT-0375;DOS-0375;Intervention 375;Notes terrain 375;cancelled;2024-04-25T15:00:00;2024-04-25T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0376;DOS-0376;Intervention 376;;planned;2025-05-26T08:00:00;2025-05-26T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0377;DOS-0377;Intervention 377;;in_progress;2026-06-27T09:00:00;2026-06-27T11:00:00;2026-06-27T09:15:00;;SAV;#ea580c;;;
INT-0378;DOS-0378;Intervention 378;;completed;2024-07-01T10:00:00;2024-07-01T12:00:00;2024-07-01T10:15:00;2024-07-01T11:45:00;Entretien;#16a34a;;;
INT-0379;DOS-0379;Intervention 379;;cancelled;2025-08-02T11:00:00;2025-08-02T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0380;DOS-0380;Intervention 380;Notes terrain 380;planned;2026-09-03T12:00:00;2026-09-03T14:00:00;;;Pose;#2563eb;;;
INT-0381;DOS-0381;Intervention 381;;in_progress;2024-10-04T13:00:00;2024-10-04T15:00:00;2024-10-04T13:15:00;;SAV;#ea580c;;;
INT-0382;DOS-0382;Intervention 382;;completed;2025-11-05T14:00:00;2025-11-05T16:00:00;2025-11-05T14:15:00;2025-11-05T15:45:00;Entretien;#16a34a;;;
INT-0383;DOS-0383;Intervention 383;;cancelled;2026-12-06T15:00:00;2026-12-06T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0384;DOS-0384;Intervention 384;;planned;2024-01-07T08:00:00;2024-01-07T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0385;DOS-0385;Intervention 385;Notes terrain 385;in_progress;2025-02-08T09:00:00;2025-02-08T11:00:00;2025-02-08T09:15:00;;SAV;#ea580c;;Équipe Nord;
INT-0386;DOS-0386;Intervention 386;;completed;2026-03-09T10:00:00;2026-03-09T12:00:00;2026-03-09T10:15:00;2026-03-09T11:45:00;Entretien;#16a34a;;;
INT-0387;DOS-0387;Intervention 387;;cancelled;2024-04-10T11:00:00;2024-04-10T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0388;DOS-0388;Intervention 388;;planned;2025-05-11T12:00:00;2025-05-11T14:00:00;;;Pose;#2563eb;;;
INT-0389;DOS-0389;Intervention 389;;in_progress;2026-06-12T13:00:00;2026-06-12T15:00:00;2026-06-12T13:15:00;;SAV;#ea580c;;;
INT-0390;DOS-0390;Intervention 390;Notes terrain 390;completed;2024-07-13T14:00:00;2024-07-13T16:00:00;2024-07-13T14:15:00;2024-07-13T15:45:00;Entretien;#16a34a;;;
INT-0391;DOS-0391;Intervention 391;;cancelled;2025-08-14T15:00:00;2025-08-14T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0392;DOS-0392;Intervention 392;;planned;2026-09-15T08:00:00;2026-09-15T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0393;DOS-0393;Intervention 393;;in_progress;2024-10-16T09:00:00;2024-10-16T11:00:00;2024-10-16T09:15:00;;SAV;#ea580c;;;
INT-0394;DOS-0394;Intervention 394;;completed;2025-11-17T10:00:00;2025-11-17T12:00:00;2025-11-17T10:15:00;2025-11-17T11:45:00;Entretien;#16a34a;;;
INT-0395;DOS-0395;Intervention 395;Notes terrain 395;cancelled;2026-12-18T11:00:00;2026-12-18T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0396;DOS-0396;Intervention 396;;planned;2024-01-19T12:00:00;2024-01-19T14:00:00;;;Pose;#2563eb;;Équipe Nord;
INT-0397;DOS-0397;Intervention 397;;in_progress;2025-02-20T13:00:00;2025-02-20T15:00:00;2025-02-20T13:15:00;;SAV;#ea580c;;;
INT-0398;DOS-0398;Intervention 398;;completed;2026-03-21T14:00:00;2026-03-21T16:00:00;2026-03-21T14:15:00;2026-03-21T15:45:00;Entretien;#16a34a;;;
INT-0399;DOS-0399;Intervention 399;;cancelled;2024-04-22T15:00:00;2024-04-22T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0400;DOS-0400;Intervention 400;Notes terrain 400;planned;2025-05-23T08:00:00;2025-05-23T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0401;DOS-0401;Intervention 401;;in_progress;2026-06-24T09:00:00;2026-06-24T11:00:00;2026-06-24T09:15:00;;SAV;#ea580c;;;
INT-0402;DOS-0402;Intervention 402;;completed;2024-07-25T10:00:00;2024-07-25T12:00:00;2024-07-25T10:15:00;2024-07-25T11:45:00;Entretien;#16a34a;;;
INT-0403;DOS-0403;Intervention 403;;cancelled;2025-08-26T11:00:00;2025-08-26T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0404;DOS-0404;Intervention 404;;planned;2026-09-27T12:00:00;2026-09-27T14:00:00;;;Pose;#2563eb;;;
INT-0405;DOS-0405;Intervention 405;Notes terrain 405;in_progress;2024-10-01T13:00:00;2024-10-01T15:00:00;2024-10-01T13:15:00;;SAV;#ea580c;;;
INT-0406;DOS-0406;Intervention 406;;completed;2025-11-02T14:00:00;2025-11-02T16:00:00;2025-11-02T14:15:00;2025-11-02T15:45:00;Entretien;#16a34a;;;
INT-0407;DOS-0407;Intervention 407;;cancelled;2026-12-03T15:00:00;2026-12-03T17:00:00;;;Diagnostic;#7c3aed;;Équipe Nord;
INT-0408;DOS-0408;Intervention 408;;planned;2024-01-04T08:00:00;2024-01-04T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0409;DOS-0409;Intervention 409;;in_progress;2025-02-05T09:00:00;2025-02-05T11:00:00;2025-02-05T09:15:00;;SAV;#ea580c;;;
INT-0410;DOS-0410;Intervention 410;Notes terrain 410;completed;2026-03-06T10:00:00;2026-03-06T12:00:00;2026-03-06T10:15:00;2026-03-06T11:45:00;Entretien;#16a34a;;;
INT-0411;DOS-0411;Intervention 411;;cancelled;2024-04-07T11:00:00;2024-04-07T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0412;DOS-0412;Intervention 412;;planned;2025-05-08T12:00:00;2025-05-08T14:00:00;;;Pose;#2563eb;;;
INT-0413;DOS-0413;Intervention 413;;in_progress;2026-06-09T13:00:00;2026-06-09T15:00:00;2026-06-09T13:15:00;;SAV;#ea580c;;;
INT-0414;DOS-0414;Intervention 414;;completed;2024-07-10T14:00:00;2024-07-10T16:00:00;2024-07-10T14:15:00;2024-07-10T15:45:00;Entretien;#16a34a;;;
INT-0415;DOS-0415;Intervention 415;Notes terrain 415;cancelled;2025-08-11T15:00:00;2025-08-11T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0416;DOS-0416;Intervention 416;;planned;2026-09-12T08:00:00;2026-09-12T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0417;DOS-0417;Intervention 417;;in_progress;2024-10-13T09:00:00;2024-10-13T11:00:00;2024-10-13T09:15:00;;SAV;#ea580c;;;
INT-0418;DOS-0418;Intervention 418;;completed;2025-11-14T10:00:00;2025-11-14T12:00:00;2025-11-14T10:15:00;2025-11-14T11:45:00;Entretien;#16a34a;;Équipe Nord;
INT-0419;DOS-0419;Intervention 419;;cancelled;2026-12-15T11:00:00;2026-12-15T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0420;DOS-0420;Intervention 420;Notes terrain 420;planned;2024-01-16T12:00:00;2024-01-16T14:00:00;;;Pose;#2563eb;;;
INT-0421;DOS-0421;Intervention 421;;in_progress;2025-02-17T13:00:00;2025-02-17T15:00:00;2025-02-17T13:15:00;;SAV;#ea580c;;;
INT-0422;DOS-0422;Intervention 422;;completed;2026-03-18T14:00:00;2026-03-18T16:00:00;2026-03-18T14:15:00;2026-03-18T15:45:00;Entretien;#16a34a;;;
INT-0423;DOS-0423;Intervention 423;;cancelled;2024-04-19T15:00:00;2024-04-19T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0424;DOS-0424;Intervention 424;;planned;2025-05-20T08:00:00;2025-05-20T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0425;DOS-0425;Intervention 425;Notes terrain 425;in_progress;2026-06-21T09:00:00;2026-06-21T11:00:00;2026-06-21T09:15:00;;SAV;#ea580c;;;
INT-0426;DOS-0426;Intervention 426;;completed;2024-07-22T10:00:00;2024-07-22T12:00:00;2024-07-22T10:15:00;2024-07-22T11:45:00;Entretien;#16a34a;;;
INT-0427;DOS-0427;Intervention 427;;cancelled;2025-08-23T11:00:00;2025-08-23T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0428;DOS-0428;Intervention 428;;planned;2026-09-24T12:00:00;2026-09-24T14:00:00;;;Pose;#2563eb;;;
INT-0429;DOS-0429;Intervention 429;;in_progress;2024-10-25T13:00:00;2024-10-25T15:00:00;2024-10-25T13:15:00;;SAV;#ea580c;;Équipe Nord;
INT-0430;DOS-0430;Intervention 430;Notes terrain 430;completed;2025-11-26T14:00:00;2025-11-26T16:00:00;2025-11-26T14:15:00;2025-11-26T15:45:00;Entretien;#16a34a;;;
INT-0431;DOS-0431;Intervention 431;;cancelled;2026-12-27T15:00:00;2026-12-27T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0432;DOS-0432;Intervention 432;;planned;2024-01-01T08:00:00;2024-01-01T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0433;DOS-0433;Intervention 433;;in_progress;2025-02-02T09:00:00;2025-02-02T11:00:00;2025-02-02T09:15:00;;SAV;#ea580c;;;
INT-0434;DOS-0434;Intervention 434;;completed;2026-03-03T10:00:00;2026-03-03T12:00:00;2026-03-03T10:15:00;2026-03-03T11:45:00;Entretien;#16a34a;;;
INT-0435;DOS-0435;Intervention 435;Notes terrain 435;cancelled;2024-04-04T11:00:00;2024-04-04T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0436;DOS-0436;Intervention 436;;planned;2025-05-05T12:00:00;2025-05-05T14:00:00;;;Pose;#2563eb;;;
INT-0437;DOS-0437;Intervention 437;;in_progress;2026-06-06T13:00:00;2026-06-06T15:00:00;2026-06-06T13:15:00;;SAV;#ea580c;;;
INT-0438;DOS-0438;Intervention 438;;completed;2024-07-07T14:00:00;2024-07-07T16:00:00;2024-07-07T14:15:00;2024-07-07T15:45:00;Entretien;#16a34a;;;
INT-0439;DOS-0439;Intervention 439;;cancelled;2025-08-08T15:00:00;2025-08-08T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0440;DOS-0440;Intervention 440;Notes terrain 440;planned;2026-09-09T08:00:00;2026-09-09T10:00:00;;;Pose;#2563eb;;Équipe Nord;Import historique
INT-0441;DOS-0441;Intervention 441;;in_progress;2024-10-10T09:00:00;2024-10-10T11:00:00;2024-10-10T09:15:00;;SAV;#ea580c;;;
INT-0442;DOS-0442;Intervention 442;;completed;2025-11-11T10:00:00;2025-11-11T12:00:00;2025-11-11T10:15:00;2025-11-11T11:45:00;Entretien;#16a34a;;;
INT-0443;DOS-0443;Intervention 443;;cancelled;2026-12-12T11:00:00;2026-12-12T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0444;DOS-0444;Intervention 444;;planned;2024-01-13T12:00:00;2024-01-13T14:00:00;;;Pose;#2563eb;;;
INT-0445;DOS-0445;Intervention 445;Notes terrain 445;in_progress;2025-02-14T13:00:00;2025-02-14T15:00:00;2025-02-14T13:15:00;;SAV;#ea580c;;;
INT-0446;DOS-0446;Intervention 446;;completed;2026-03-15T14:00:00;2026-03-15T16:00:00;2026-03-15T14:15:00;2026-03-15T15:45:00;Entretien;#16a34a;;;
INT-0447;DOS-0447;Intervention 447;;cancelled;2024-04-16T15:00:00;2024-04-16T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0448;DOS-0448;Intervention 448;;planned;2025-05-17T08:00:00;2025-05-17T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0449;DOS-0449;Intervention 449;;in_progress;2026-06-18T09:00:00;2026-06-18T11:00:00;2026-06-18T09:15:00;;SAV;#ea580c;;;
INT-0450;DOS-0450;Intervention 450;Notes terrain 450;completed;2024-07-19T10:00:00;2024-07-19T12:00:00;2024-07-19T10:15:00;2024-07-19T11:45:00;Entretien;#16a34a;;;
INT-0451;DOS-0451;Intervention 451;;cancelled;2025-08-20T11:00:00;2025-08-20T13:00:00;;;Diagnostic;#7c3aed;;Équipe Nord;
INT-0452;DOS-0452;Intervention 452;;planned;2026-09-21T12:00:00;2026-09-21T14:00:00;;;Pose;#2563eb;;;
INT-0453;DOS-0453;Intervention 453;;in_progress;2024-10-22T13:00:00;2024-10-22T15:00:00;2024-10-22T13:15:00;;SAV;#ea580c;;;
INT-0454;DOS-0454;Intervention 454;;completed;2025-11-23T14:00:00;2025-11-23T16:00:00;2025-11-23T14:15:00;2025-11-23T15:45:00;Entretien;#16a34a;;;
INT-0455;DOS-0455;Intervention 455;Notes terrain 455;cancelled;2026-12-24T15:00:00;2026-12-24T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0456;DOS-0456;Intervention 456;;planned;2024-01-25T08:00:00;2024-01-25T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0457;DOS-0457;Intervention 457;;in_progress;2025-02-26T09:00:00;2025-02-26T11:00:00;2025-02-26T09:15:00;;SAV;#ea580c;;;
INT-0458;DOS-0458;Intervention 458;;completed;2026-03-27T10:00:00;2026-03-27T12:00:00;2026-03-27T10:15:00;2026-03-27T11:45:00;Entretien;#16a34a;;;
INT-0459;DOS-0459;Intervention 459;;cancelled;2024-04-01T11:00:00;2024-04-01T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0460;DOS-0460;Intervention 460;Notes terrain 460;planned;2025-05-02T12:00:00;2025-05-02T14:00:00;;;Pose;#2563eb;;;
INT-0461;DOS-0461;Intervention 461;;in_progress;2026-06-03T13:00:00;2026-06-03T15:00:00;2026-06-03T13:15:00;;SAV;#ea580c;;;
INT-0462;DOS-0462;Intervention 462;;completed;2024-07-04T14:00:00;2024-07-04T16:00:00;2024-07-04T14:15:00;2024-07-04T15:45:00;Entretien;#16a34a;;Équipe Nord;
INT-0463;DOS-0463;Intervention 463;;cancelled;2025-08-05T15:00:00;2025-08-05T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0464;DOS-0464;Intervention 464;;planned;2026-09-06T08:00:00;2026-09-06T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0465;DOS-0465;Intervention 465;Notes terrain 465;in_progress;2024-10-07T09:00:00;2024-10-07T11:00:00;2024-10-07T09:15:00;;SAV;#ea580c;;;
INT-0466;DOS-0466;Intervention 466;;completed;2025-11-08T10:00:00;2025-11-08T12:00:00;2025-11-08T10:15:00;2025-11-08T11:45:00;Entretien;#16a34a;;;
INT-0467;DOS-0467;Intervention 467;;cancelled;2026-12-09T11:00:00;2026-12-09T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0468;DOS-0468;Intervention 468;;planned;2024-01-10T12:00:00;2024-01-10T14:00:00;;;Pose;#2563eb;;;
INT-0469;DOS-0469;Intervention 469;;in_progress;2025-02-11T13:00:00;2025-02-11T15:00:00;2025-02-11T13:15:00;;SAV;#ea580c;;;
INT-0470;DOS-0470;Intervention 470;Notes terrain 470;completed;2026-03-12T14:00:00;2026-03-12T16:00:00;2026-03-12T14:15:00;2026-03-12T15:45:00;Entretien;#16a34a;;;
INT-0471;DOS-0471;Intervention 471;;cancelled;2024-04-13T15:00:00;2024-04-13T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0472;DOS-0472;Intervention 472;;planned;2025-05-14T08:00:00;2025-05-14T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0473;DOS-0473;Intervention 473;;in_progress;2026-06-15T09:00:00;2026-06-15T11:00:00;2026-06-15T09:15:00;;SAV;#ea580c;;Équipe Nord;
INT-0474;DOS-0474;Intervention 474;;completed;2024-07-16T10:00:00;2024-07-16T12:00:00;2024-07-16T10:15:00;2024-07-16T11:45:00;Entretien;#16a34a;;;
INT-0475;DOS-0475;Intervention 475;Notes terrain 475;cancelled;2025-08-17T11:00:00;2025-08-17T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0476;DOS-0476;Intervention 476;;planned;2026-09-18T12:00:00;2026-09-18T14:00:00;;;Pose;#2563eb;;;
INT-0477;DOS-0477;Intervention 477;;in_progress;2024-10-19T13:00:00;2024-10-19T15:00:00;2024-10-19T13:15:00;;SAV;#ea580c;;;
INT-0478;DOS-0478;Intervention 478;;completed;2025-11-20T14:00:00;2025-11-20T16:00:00;2025-11-20T14:15:00;2025-11-20T15:45:00;Entretien;#16a34a;;;
INT-0479;DOS-0479;Intervention 479;;cancelled;2026-12-21T15:00:00;2026-12-21T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0480;DOS-0480;Intervention 480;Notes terrain 480;planned;2024-01-22T08:00:00;2024-01-22T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0481;DOS-0481;Intervention 481;;in_progress;2025-02-23T09:00:00;2025-02-23T11:00:00;2025-02-23T09:15:00;;SAV;#ea580c;;;
INT-0482;DOS-0482;Intervention 482;;completed;2026-03-24T10:00:00;2026-03-24T12:00:00;2026-03-24T10:15:00;2026-03-24T11:45:00;Entretien;#16a34a;;;
INT-0483;DOS-0483;Intervention 483;;cancelled;2024-04-25T11:00:00;2024-04-25T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0484;DOS-0484;Intervention 484;;planned;2025-05-26T12:00:00;2025-05-26T14:00:00;;;Pose;#2563eb;;Équipe Nord;
INT-0485;DOS-0485;Intervention 485;Notes terrain 485;in_progress;2026-06-27T13:00:00;2026-06-27T15:00:00;2026-06-27T13:15:00;;SAV;#ea580c;;;
INT-0486;DOS-0486;Intervention 486;;completed;2024-07-01T14:00:00;2024-07-01T16:00:00;2024-07-01T14:15:00;2024-07-01T15:45:00;Entretien;#16a34a;;;
INT-0487;DOS-0487;Intervention 487;;cancelled;2025-08-02T15:00:00;2025-08-02T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0488;DOS-0488;Intervention 488;;planned;2026-09-03T08:00:00;2026-09-03T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0489;DOS-0489;Intervention 489;;in_progress;2024-10-04T09:00:00;2024-10-04T11:00:00;2024-10-04T09:15:00;;SAV;#ea580c;;;
INT-0490;DOS-0490;Intervention 490;Notes terrain 490;completed;2025-11-05T10:00:00;2025-11-05T12:00:00;2025-11-05T10:15:00;2025-11-05T11:45:00;Entretien;#16a34a;;;
INT-0491;DOS-0491;Intervention 491;;cancelled;2026-12-06T11:00:00;2026-12-06T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0492;DOS-0492;Intervention 492;;planned;2024-01-07T12:00:00;2024-01-07T14:00:00;;;Pose;#2563eb;;;
INT-0493;DOS-0493;Intervention 493;;in_progress;2025-02-08T13:00:00;2025-02-08T15:00:00;2025-02-08T13:15:00;;SAV;#ea580c;;;
INT-0494;DOS-0494;Intervention 494;;completed;2026-03-09T14:00:00;2026-03-09T16:00:00;2026-03-09T14:15:00;2026-03-09T15:45:00;Entretien;#16a34a;;;
INT-0495;DOS-0495;Intervention 495;Notes terrain 495;cancelled;2024-04-10T15:00:00;2024-04-10T17:00:00;;;Diagnostic;#7c3aed;;Équipe Nord;
INT-0496;DOS-0496;Intervention 496;;planned;2025-05-11T08:00:00;2025-05-11T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0497;DOS-0497;Intervention 497;;in_progress;2026-06-12T09:00:00;2026-06-12T11:00:00;2026-06-12T09:15:00;;SAV;#ea580c;;;
INT-0498;DOS-0498;Intervention 498;;completed;2024-07-13T10:00:00;2024-07-13T12:00:00;2024-07-13T10:15:00;2024-07-13T11:45:00;Entretien;#16a34a;;;
INT-0499;DOS-0499;Intervention 499;;cancelled;2025-08-14T11:00:00;2025-08-14T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0500;DOS-0500;Intervention 500;Notes terrain 500;planned;2026-09-15T12:00:00;2026-09-15T14:00:00;;;Pose;#2563eb;;;
INT-0501;DOS-0501;Intervention 501;;in_progress;2024-10-16T13:00:00;2024-10-16T15:00:00;2024-10-16T13:15:00;;SAV;#ea580c;;;
INT-0502;DOS-0502;Intervention 502;;completed;2025-11-17T14:00:00;2025-11-17T16:00:00;2025-11-17T14:15:00;2025-11-17T15:45:00;Entretien;#16a34a;;;
INT-0503;DOS-0503;Intervention 503;;cancelled;2026-12-18T15:00:00;2026-12-18T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0504;DOS-0504;Intervention 504;;planned;2024-01-19T08:00:00;2024-01-19T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0505;DOS-0505;Intervention 505;Notes terrain 505;in_progress;2025-02-20T09:00:00;2025-02-20T11:00:00;2025-02-20T09:15:00;;SAV;#ea580c;;;
INT-0506;DOS-0506;Intervention 506;;completed;2026-03-21T10:00:00;2026-03-21T12:00:00;2026-03-21T10:15:00;2026-03-21T11:45:00;Entretien;#16a34a;;Équipe Nord;
INT-0507;DOS-0507;Intervention 507;;cancelled;2024-04-22T11:00:00;2024-04-22T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0508;DOS-0508;Intervention 508;;planned;2025-05-23T12:00:00;2025-05-23T14:00:00;;;Pose;#2563eb;;;
INT-0509;DOS-0509;Intervention 509;;in_progress;2026-06-24T13:00:00;2026-06-24T15:00:00;2026-06-24T13:15:00;;SAV;#ea580c;;;
INT-0510;DOS-0510;Intervention 510;Notes terrain 510;completed;2024-07-25T14:00:00;2024-07-25T16:00:00;2024-07-25T14:15:00;2024-07-25T15:45:00;Entretien;#16a34a;;;
INT-0511;DOS-0511;Intervention 511;;cancelled;2025-08-26T15:00:00;2025-08-26T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0512;DOS-0512;Intervention 512;;planned;2026-09-27T08:00:00;2026-09-27T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0513;DOS-0513;Intervention 513;;in_progress;2024-10-01T09:00:00;2024-10-01T11:00:00;2024-10-01T09:15:00;;SAV;#ea580c;;;
INT-0514;DOS-0514;Intervention 514;;completed;2025-11-02T10:00:00;2025-11-02T12:00:00;2025-11-02T10:15:00;2025-11-02T11:45:00;Entretien;#16a34a;;;
INT-0515;DOS-0515;Intervention 515;Notes terrain 515;cancelled;2026-12-03T11:00:00;2026-12-03T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0516;DOS-0516;Intervention 516;;planned;2024-01-04T12:00:00;2024-01-04T14:00:00;;;Pose;#2563eb;;;
INT-0517;DOS-0517;Intervention 517;;in_progress;2025-02-05T13:00:00;2025-02-05T15:00:00;2025-02-05T13:15:00;;SAV;#ea580c;;Équipe Nord;
INT-0518;DOS-0518;Intervention 518;;completed;2026-03-06T14:00:00;2026-03-06T16:00:00;2026-03-06T14:15:00;2026-03-06T15:45:00;Entretien;#16a34a;;;
INT-0519;DOS-0519;Intervention 519;;cancelled;2024-04-07T15:00:00;2024-04-07T17:00:00;;;Diagnostic;#7c3aed;;;
INT-0520;DOS-0520;Intervention 520;Notes terrain 520;planned;2025-05-08T08:00:00;2025-05-08T10:00:00;;;Pose;#2563eb;;;Import historique
INT-0521;DOS-0521;Intervention 521;;in_progress;2026-06-09T09:00:00;2026-06-09T11:00:00;2026-06-09T09:15:00;;SAV;#ea580c;;;
INT-0522;DOS-0522;Intervention 522;;completed;2024-07-10T10:00:00;2024-07-10T12:00:00;2024-07-10T10:15:00;2024-07-10T11:45:00;Entretien;#16a34a;;;
INT-0523;DOS-0523;Intervention 523;;cancelled;2025-08-11T11:00:00;2025-08-11T13:00:00;;;Diagnostic;#7c3aed;;;
INT-0524;DOS-0524;Intervention 524;;planned;2026-09-12T12:00:00;2026-09-12T14:00:00;;;Pose;#2563eb;;;
INT-0525;DOS-0525;Intervention 525;Notes terrain 525;in_progress;2024-10-13T13:00:00;2024-10-13T15:00:00;2024-10-13T13:15:00;;SAV;#ea580c;;;
INT-0526;DOS-0526;Intervention 526;;completed;2025-11-14T14:00:00;2025-11-14T16:00:00;2025-11-14T14:15:00;2025-11-14T15:45:00;Entretien;#16a34a;;;
INT-0527;DOS-0527;Intervention 527;;cancelled;2026-12-15T15:00:00;2026-12-15T17:00:00;;;Diagnostic;#7c3aed;;;
