externalId;name;reference;description;unit;defaultPrice;defaultTvaRate
PREST-0736;Nettoyage 736;PREST-REF-0736;;heure;45.00;20
PREST-0737;Réglage 737;PREST-REF-0737;;heure;46.25;10
PREST-0738;Formation client 738;PREST-REF-0738;Prestation import 738;forfait;47.50;5.5
PREST-0739;Urgence weekend 739;PREST-REF-0739;;heure;48.75;0
PREST-0740;Main d'œuvre 740;PREST-REF-0740;;heure;50.00;20
PREST-0741;Déplacement 741;PREST-REF-0741;;forfait;51.25;20
PREST-0742;Diagnostic 742;PREST-REF-0742;;heure;52.50;10
PREST-0743;Mise en service 743;PREST-REF-0743;;heure;53.75;5.5
PREST-0744;Entretien annuel 744;PREST-REF-0744;Prestation import 744;forfait;55.00;0
PREST-0745;Remplacement pièce 745;PREST-REF-0745;;heure;56.25;20
PREST-0746;Nettoyage 746;PREST-REF-0746;;heure;57.50;20
PREST-0747;Réglage 747;PREST-REF-0747;;forfait;58.75;10
PREST-0748;Formation client 748;PREST-REF-0748;;heure;60.00;5.5
PREST-0749;Urgence weekend 749;PREST-REF-0749;;heure;61.25;0
PREST-0750;Main d'œuvre 750;PREST-REF-0750;Prestation import 750;forfait;62.50;20
PREST-0751;Déplacement 751;PREST-REF-0751;;heure;63.75;20
PREST-0752;Diagnostic 752;PREST-REF-0752;;heure;65.00;10
PREST-0753;Mise en service 753;PREST-REF-0753;;forfait;66.25;5.5
PREST-0754;Entretien annuel 754;PREST-REF-0754;;heure;67.50;0
PREST-0755;Remplacement pièce 755;PREST-REF-0755;;heure;68.75;20
PREST-0756;Nettoyage 756;PREST-REF-0756;Prestation import 756;forfait;70.00;20
PREST-0757;Réglage 757;PREST-REF-0757;;heure;71.25;10
PREST-0758;Formation client 758;PREST-REF-0758;;heure;72.50;5.5
PREST-0759;Urgence weekend 759;PREST-REF-0759;;forfait;73.75;0
PREST-0760;Main d'œuvre 760;PREST-REF-0760;;heure;75.00;20
PREST-0761;Déplacement 761;PREST-REF-0761;;heure;76.25;20
PREST-0762;Diagnostic 762;PREST-REF-0762;Prestation import 762;forfait;77.50;10
PREST-0763;Mise en service 763;PREST-REF-0763;;heure;78.75;5.5
PREST-0764;Entretien annuel 764;PREST-REF-0764;;heure;80.00;0
PREST-0765;Remplacement pièce 765;PREST-REF-0765;;forfait;81.25;20
PREST-0766;Nettoyage 766;PREST-REF-0766;;heure;82.50;20
PREST-0767;Réglage 767;PREST-REF-0767;;heure;83.75;10
PREST-0768;Formation client 768;PREST-REF-0768;Prestation import 768;forfait;85.00;5.5
PREST-0769;Urgence weekend 769;PREST-REF-0769;;heure;86.25;0
PREST-0770;Main d'œuvre 770;PREST-REF-0770;;heure;87.50;20
PREST-0771;Déplacement 771;PREST-REF-0771;;forfait;88.75;20
PREST-0772;Diagnostic 772;PREST-REF-0772;;heure;90.00;10
PREST-0773;Mise en service 773;PREST-REF-0773;;heure;91.25;5.5
PREST-0774;Entretien annuel 774;PREST-REF-0774;Prestation import 774;forfait;92.50;0
PREST-0775;Remplacement pièce 775;PREST-REF-0775;;heure;93.75;20
PREST-0776;Nettoyage 776;PREST-REF-0776;;heure;95.00;20
PREST-0777;Réglage 777;PREST-REF-0777;;forfait;96.25;10
PREST-0778;Formation client 778;PREST-REF-0778;;heure;97.50;5.5
PREST-0779;Urgence weekend 779;PREST-REF-0779;;heure;98.75;0
PREST-0780;Main d'œuvre 780;PREST-REF-0780;Prestation import 780;forfait;100.00;20
PREST-0781;Déplacement 781;PREST-REF-0781;;heure;101.25;20
PREST-0782;Diagnostic 782;PREST-REF-0782;;heure;102.50;10
PREST-0783;Mise en service 783;PREST-REF-0783;;forfait;103.75;5.5
PREST-0784;Entretien annuel 784;PREST-REF-0784;;heure;105.00;0
PREST-0785;Remplacement pièce 785;PREST-REF-0785;;heure;106.25;20
PREST-0786;Nettoyage 786;PREST-REF-0786;Prestation import 786;forfait;107.50;20
PREST-0787;Réglage 787;PREST-REF-0787;;heure;108.75;10
PREST-0788;Formation client 788;PREST-REF-0788;;heure;110.00;5.5
PREST-0789;Urgence weekend 789;PREST-REF-0789;;forfait;111.25;0
PREST-0790;Main d'œuvre 790;PREST-REF-0790;;heure;112.50;20
PREST-0791;Déplacement 791;PREST-REF-0791;;heure;113.75;20
PREST-0792;Diagnostic 792;PREST-REF-0792;Prestation import 792;forfait;115.00;10
PREST-0793;Mise en service 793;PREST-REF-0793;;heure;116.25;5.5
PREST-0794;Entretien annuel 794;PREST-REF-0794;;heure;117.50;0
PREST-0795;Remplacement pièce 795;PREST-REF-0795;;forfait;118.75;20
PREST-0796;Nettoyage 796;PREST-REF-0796;;heure;120.00;20
PREST-0797;Réglage 797;PREST-REF-0797;;heure;121.25;10
PREST-0798;Formation client 798;PREST-REF-0798;Prestation import 798;forfait;122.50;5.5
PREST-0799;Urgence weekend 799;PREST-REF-0799;;heure;123.75;0
PREST-0800;Main d'œuvre 800;PREST-REF-0800;;heure;25.00;20
PREST-0801;Déplacement 801;PREST-REF-0801;;forfait;26.25;20
PREST-0802;Diagnostic 802;PREST-REF-0802;;heure;27.50;10
PREST-0803;Mise en service 803;PREST-REF-0803;;heure;28.75;5.5
PREST-0804;Entretien annuel 804;PREST-REF-0804;Prestation import 804;forfait;30.00;0
PREST-0805;Remplacement pièce 805;PREST-REF-0805;;heure;31.25;20
PREST-0806;Nettoyage 806;PREST-REF-0806;;heure;32.50;20
PREST-0807;Réglage 807;PREST-REF-0807;;forfait;33.75;10
PREST-0808;Formation client 808;PREST-REF-0808;;heure;35.00;5.5
PREST-0809;Urgence weekend 809;PREST-REF-0809;;heure;36.25;0
PREST-0810;Main d'œuvre 810;PREST-REF-0810;Prestation import 810;forfait;37.50;20
PREST-0811;Déplacement 811;PREST-REF-0811;;heure;38.75;20
PREST-0812;Diagnostic 812;PREST-REF-0812;;heure;40.00;10
PREST-0813;Mise en service 813;PREST-REF-0813;;forfait;41.25;5.5
PREST-0814;Entretien annuel 814;PREST-REF-0814;;heure;42.50;0
PREST-0815;Remplacement pièce 815;PREST-REF-0815;;heure;43.75;20
PREST-0816;Nettoyage 816;PREST-REF-0816;Prestation import 816;forfait;45.00;20
PREST-0817;Réglage 817;PREST-REF-0817;;heure;46.25;10
PREST-0818;Formation client 818;PREST-REF-0818;;heure;47.50;5.5
PREST-0819;Urgence weekend 819;PREST-REF-0819;;forfait;48.75;0
PREST-0820;Main d'œuvre 820;PREST-REF-0820;;heure;50.00;20
PREST-0821;Déplacement 821;PREST-REF-0821;;heure;51.25;20
PREST-0822;Diagnostic 822;PREST-REF-0822;Prestation import 822;forfait;52.50;10
PREST-0823;Mise en service 823;PREST-REF-0823;;heure;53.75;5.5
PREST-0824;Entretien annuel 824;PREST-REF-0824;;heure;55.00;0
PREST-0825;Remplacement pièce 825;PREST-REF-0825;;forfait;56.25;20
PREST-0826;Nettoyage 826;PREST-REF-0826;;heure;57.50;20
PREST-0827;Réglage 827;PREST-REF-0827;;heure;58.75;10
PREST-0828;Formation client 828;PREST-REF-0828;Prestation import 828;forfait;60.00;5.5
PREST-0829;Urgence weekend 829;PREST-REF-0829;;heure;61.25;0
PREST-0830;Main d'œuvre 830;PREST-REF-0830;;heure;62.50;20
PREST-0831;Déplacement 831;PREST-REF-0831;;forfait;63.75;20
PREST-0832;Diagnostic 832;PREST-REF-0832;;heure;65.00;10
PREST-0833;Mise en service 833;PREST-REF-0833;;heure;66.25;5.5
PREST-0834;Entretien annuel 834;PREST-REF-0834;Prestation import 834;forfait;67.50;0
PREST-0835;Remplacement pièce 835;PREST-REF-0835;;heure;68.75;20
PREST-0836;Nettoyage 836;PREST-REF-0836;;heure;70.00;20
PREST-0837;Réglage 837;PREST-REF-0837;;forfait;71.25;10
PREST-0838;Formation client 838;PREST-REF-0838;;heure;72.50;5.5
PREST-0839;Urgence weekend 839;PREST-REF-0839;;heure;73.75;0
PREST-0840;Main d'œuvre 840;PREST-REF-0840;Prestation import 840;forfait;75.00;20
PREST-0841;Déplacement 841;PREST-REF-0841;;heure;76.25;20
PREST-0842;Diagnostic 842;PREST-REF-0842;;heure;77.50;10
PREST-0843;Mise en service 843;PREST-REF-0843;;forfait;78.75;5.5
PREST-0844;Entretien annuel 844;PREST-REF-0844;;heure;80.00;0
PREST-0845;Remplacement pièce 845;PREST-REF-0845;;heure;81.25;20
PREST-0846;Nettoyage 846;PREST-REF-0846;Prestation import 846;forfait;82.50;20
PREST-0847;Réglage 847;PREST-REF-0847;;heure;83.75;10
PREST-0848;Formation client 848;PREST-REF-0848;;heure;85.00;5.5
PREST-0849;Urgence weekend 849;PREST-REF-0849;;forfait;86.25;0
PREST-0850;Main d'œuvre 850;PREST-REF-0850;;heure;87.50;20
PREST-0851;Déplacement 851;PREST-REF-0851;;heure;88.75;20
PREST-0852;Diagnostic 852;PREST-REF-0852;Prestation import 852;forfait;90.00;10
PREST-0853;Mise en service 853;PREST-REF-0853;;heure;91.25;5.5
PREST-0854;Entretien annuel 854;PREST-REF-0854;;heure;92.50;0
PREST-0855;Remplacement pièce 855;PREST-REF-0855;;forfait;93.75;20
PREST-0856;Nettoyage 856;PREST-REF-0856;;heure;95.00;20
PREST-0857;Réglage 857;PREST-REF-0857;;heure;96.25;10
PREST-0858;Formation client 858;PREST-REF-0858;Prestation import 858;forfait;97.50;5.5
PREST-0859;Urgence weekend 859;PREST-REF-0859;;heure;98.75;0
PREST-0860;Main d'œuvre 860;PREST-REF-0860;;heure;100.00;20
PREST-0861;Déplacement 861;PREST-REF-0861;;forfait;101.25;20
PREST-0862;Diagnostic 862;PREST-REF-0862;;heure;102.50;10
PREST-0863;Mise en service 863;PREST-REF-0863;;heure;103.75;5.5
PREST-0864;Entretien annuel 864;PREST-REF-0864;Prestation import 864;forfait;105.00;0
PREST-0865;Remplacement pièce 865;PREST-REF-0865;;heure;106.25;20
PREST-0866;Nettoyage 866;PREST-REF-0866;;heure;107.50;20
PREST-0867;Réglage 867;PREST-REF-0867;;forfait;108.75;10
PREST-0868;Formation client 868;PREST-REF-0868;;heure;110.00;5.5
PREST-0869;Urgence weekend 869;PREST-REF-0869;;heure;111.25;0
PREST-0870;Main d'œuvre 870;PREST-REF-0870;Prestation import 870;forfait;112.50;20
PREST-0871;Déplacement 871;PREST-REF-0871;;heure;113.75;20
PREST-0872;Diagnostic 872;PREST-REF-0872;;heure;115.00;10
PREST-0873;Mise en service 873;PREST-REF-0873;;forfait;116.25;5.5
PREST-0874;Entretien annuel 874;PREST-REF-0874;;heure;117.50;0
PREST-0875;Remplacement pièce 875;PREST-REF-0875;;heure;118.75;20
PREST-0876;Nettoyage 876;PREST-REF-0876;Prestation import 876;forfait;120.00;20
PREST-0877;Réglage 877;PREST-REF-0877;;heure;121.25;10
PREST-0878;Formation client 878;PREST-REF-0878;;heure;122.50;5.5
PREST-0879;Urgence weekend 879;PREST-REF-0879;;forfait;123.75;0
PREST-0880;Main d'œuvre 880;PREST-REF-0880;;heure;25.00;20
PREST-0881;Déplacement 881;PREST-REF-0881;;heure;26.25;20
PREST-0882;Diagnostic 882;PREST-REF-0882;Prestation import 882;forfait;27.50;10
PREST-0883;Mise en service 883;PREST-REF-0883;;heure;28.75;5.5
PREST-0884;Entretien annuel 884;PREST-REF-0884;;heure;30.00;0
PREST-0885;Remplacement pièce 885;PREST-REF-0885;;forfait;31.25;20
PREST-0886;Nettoyage 886;PREST-REF-0886;;heure;32.50;20
PREST-0887;Réglage 887;PREST-REF-0887;;heure;33.75;10
PREST-0888;Formation client 888;PREST-REF-0888;Prestation import 888;forfait;35.00;5.5
PREST-0889;Urgence weekend 889;PREST-REF-0889;;heure;36.25;0
PREST-0890;Main d'œuvre 890;PREST-REF-0890;;heure;37.50;20
PREST-0891;Déplacement 891;PREST-REF-0891;;forfait;38.75;20
PREST-0892;Diagnostic 892;PREST-REF-0892;;heure;40.00;10
PREST-0893;Mise en service 893;PREST-REF-0893;;heure;41.25;5.5
PREST-0894;Entretien annuel 894;PREST-REF-0894;Prestation import 894;forfait;42.50;0
PREST-0895;Remplacement pièce 895;PREST-REF-0895;;heure;43.75;20
PREST-0896;Nettoyage 896;PREST-REF-0896;;heure;45.00;20
PREST-0897;Réglage 897;PREST-REF-0897;;forfait;46.25;10
PREST-0898;Formation client 898;PREST-REF-0898;;heure;47.50;5.5
PREST-0899;Urgence weekend 899;PREST-REF-0899;;heure;48.75;0
PREST-0900;Main d'œuvre 900;PREST-REF-0900;Prestation import 900;forfait;50.00;20
PREST-0901;Déplacement 901;PREST-REF-0901;;heure;51.25;20
PREST-0902;Diagnostic 902;PREST-REF-0902;;heure;52.50;10
PREST-0903;Mise en service 903;PREST-REF-0903;;forfait;53.75;5.5
PREST-0904;Entretien annuel 904;PREST-REF-0904;;heure;55.00;0
PREST-0905;Remplacement pièce 905;PREST-REF-0905;;heure;56.25;20
PREST-0906;Nettoyage 906;PREST-REF-0906;Prestation import 906;forfait;57.50;20
PREST-0907;Réglage 907;PREST-REF-0907;;heure;58.75;10
PREST-0908;Formation client 908;PREST-REF-0908;;heure;60.00;5.5
PREST-0909;Urgence weekend 909;PREST-REF-0909;;forfait;61.25;0
PREST-0910;Main d'œuvre 910;PREST-REF-0910;;heure;62.50;20
PREST-0911;Déplacement 911;PREST-REF-0911;;heure;63.75;20
PREST-0912;Diagnostic 912;PREST-REF-0912;Prestation import 912;forfait;65.00;10
PREST-0913;Mise en service 913;PREST-REF-0913;;heure;66.25;5.5
PREST-0914;Entretien annuel 914;PREST-REF-0914;;heure;67.50;0
PREST-0915;Remplacement pièce 915;PREST-REF-0915;;forfait;68.75;20
PREST-0916;Nettoyage 916;PREST-REF-0916;;heure;70.00;20
PREST-0917;Réglage 917;PREST-REF-0917;;heure;71.25;10
PREST-0918;Formation client 918;PREST-REF-0918;Prestation import 918;forfait;72.50;5.5
PREST-0919;Urgence weekend 919;PREST-REF-0919;;heure;73.75;0
PREST-0920;Main d'œuvre 920;PREST-REF-0920;;heure;75.00;20
PREST-0921;Déplacement 921;PREST-REF-0921;;forfait;76.25;20
PREST-0922;Diagnostic 922;PREST-REF-0922;;heure;77.50;10
PREST-0923;Mise en service 923;PREST-REF-0923;;heure;78.75;5.5
PREST-0924;Entretien annuel 924;PREST-REF-0924;Prestation import 924;forfait;80.00;0
PREST-0925;Remplacement pièce 925;PREST-REF-0925;;heure;81.25;20
PREST-0926;Nettoyage 926;PREST-REF-0926;;heure;82.50;20
PREST-0927;Réglage 927;PREST-REF-0927;;forfait;83.75;10
PREST-0928;Formation client 928;PREST-REF-0928;;heure;85.00;5.5
PREST-0929;Urgence weekend 929;PREST-REF-0929;;heure;86.25;0
PREST-0930;Main d'œuvre 930;PREST-REF-0930;Prestation import 930;forfait;87.50;20
PREST-0931;Déplacement 931;PREST-REF-0931;;heure;88.75;20
PREST-0932;Diagnostic 932;PREST-REF-0932;;heure;90.00;10
PREST-0933;Mise en service 933;PREST-REF-0933;;forfait;91.25;5.5
PREST-0934;Entretien annuel 934;PREST-REF-0934;;heure;92.50;0
PREST-0935;Remplacement pièce 935;PREST-REF-0935;;heure;93.75;20
PREST-0936;Nettoyage 936;PREST-REF-0936;Prestation import 936;forfait;95.00;20
PREST-0937;Réglage 937;PREST-REF-0937;;heure;96.25;10
PREST-0938;Formation client 938;PREST-REF-0938;;heure;97.50;5.5
PREST-0939;Urgence weekend 939;PREST-REF-0939;;forfait;98.75;0
PREST-0940;Main d'œuvre 940;PREST-REF-0940;;heure;100.00;20
PREST-0941;Déplacement 941;PREST-REF-0941;;heure;101.25;20
PREST-0942;Diagnostic 942;PREST-REF-0942;Prestation import 942;forfait;102.50;10
PREST-0943;Mise en service 943;PREST-REF-0943;;heure;103.75;5.5
PREST-0944;Entretien annuel 944;PREST-REF-0944;;heure;105.00;0
PREST-0945;Remplacement pièce 945;PREST-REF-0945;;forfait;106.25;20
PREST-0946;Nettoyage 946;PREST-REF-0946;;heure;107.50;20
PREST-0947;Réglage 947;PREST-REF-0947;;heure;108.75;10
PREST-0948;Formation client 948;PREST-REF-0948;Prestation import 948;forfait;110.00;5.5
PREST-0949;Urgence weekend 949;PREST-REF-0949;;heure;111.25;0
PREST-0950;Main d'œuvre 950;PREST-REF-0950;;heure;112.50;20
PREST-0951;Déplacement 951;PREST-REF-0951;;forfait;113.75;20
PREST-0952;Diagnostic 952;PREST-REF-0952;;heure;115.00;10
PREST-0953;Mise en service 953;PREST-REF-0953;;heure;116.25;5.5
PREST-0954;Entretien annuel 954;PREST-REF-0954;Prestation import 954;forfait;117.50;0
PREST-0955;Remplacement pièce 955;PREST-REF-0955;;heure;118.75;20
PREST-0956;Nettoyage 956;PREST-REF-0956;;heure;120.00;20
PREST-0957;Réglage 957;PREST-REF-0957;;forfait;121.25;10
PREST-0958;Formation client 958;PREST-REF-0958;;heure;122.50;5.5
PREST-0959;Urgence weekend 959;PREST-REF-0959;;heure;123.75;0
PREST-0960;Main d'œuvre 960;PREST-REF-0960;Prestation import 960;forfait;25.00;20
PREST-0961;Déplacement 961;PREST-REF-0961;;heure;26.25;20
PREST-0962;Diagnostic 962;PREST-REF-0962;;heure;27.50;10
PREST-0963;Mise en service 963;PREST-REF-0963;;forfait;28.75;5.5
PREST-0964;Entretien annuel 964;PREST-REF-0964;;heure;30.00;0
PREST-0965;Remplacement pièce 965;PREST-REF-0965;;heure;31.25;20
PREST-0966;Nettoyage 966;PREST-REF-0966;Prestation import 966;forfait;32.50;20
PREST-0967;Réglage 967;PREST-REF-0967;;heure;33.75;10
PREST-0968;Formation client 968;PREST-REF-0968;;heure;35.00;5.5
PREST-0969;Urgence weekend 969;PREST-REF-0969;;forfait;36.25;0
PREST-0970;Main d'œuvre 970;PREST-REF-0970;;heure;37.50;20
PREST-0971;Déplacement 971;PREST-REF-0971;;heure;38.75;20
PREST-0972;Diagnostic 972;PREST-REF-0972;Prestation import 972;forfait;40.00;10
PREST-0973;Mise en service 973;PREST-REF-0973;;heure;41.25;5.5
PREST-0974;Entretien annuel 974;PREST-REF-0974;;heure;42.50;0
PREST-0975;Remplacement pièce 975;PREST-REF-0975;;forfait;43.75;20
PREST-0976;Nettoyage 976;PREST-REF-0976;;heure;45.00;20
PREST-0977;Réglage 977;PREST-REF-0977;;heure;46.25;10
PREST-0978;Formation client 978;PREST-REF-0978;Prestation import 978;forfait;47.50;5.5
PREST-0979;Urgence weekend 979;PREST-REF-0979;;heure;48.75;0
PREST-0980;Main d'œuvre 980;PREST-REF-0980;;heure;50.00;20
PREST-0981;Déplacement 981;PREST-REF-0981;;forfait;51.25;20
PREST-0982;Diagnostic 982;PREST-REF-0982;;heure;52.50;10
PREST-0983;Mise en service 983;PREST-REF-0983;;heure;53.75;5.5
PREST-0984;Entretien annuel 984;PREST-REF-0984;Prestation import 984;forfait;55.00;0
PREST-0985;Remplacement pièce 985;PREST-REF-0985;;heure;56.25;20
PREST-0986;Nettoyage 986;PREST-REF-0986;;heure;57.50;20
PREST-0987;Réglage 987;PREST-REF-0987;;forfait;58.75;10
PREST-0988;Formation client 988;PREST-REF-0988;;heure;60.00;5.5
PREST-0989;Urgence weekend 989;PREST-REF-0989;;heure;61.25;0
PREST-0990;Main d'œuvre 990;PREST-REF-0990;Prestation import 990;forfait;62.50;20
PREST-0991;Déplacement 991;PREST-REF-0991;;heure;63.75;20
PREST-0992;Diagnostic 992;PREST-REF-0992;;heure;65.00;10
PREST-0993;Mise en service 993;PREST-REF-0993;;forfait;66.25;5.5
PREST-0994;Entretien annuel 994;PREST-REF-0994;;heure;67.50;0
PREST-0995;Remplacement pièce 995;PREST-REF-0995;;heure;68.75;20
PREST-0996;Nettoyage 996;PREST-REF-0996;Prestation import 996;forfait;70.00;20
PREST-0997;Réglage 997;PREST-REF-0997;;heure;71.25;10
PREST-0998;Formation client 998;PREST-REF-0998;;heure;72.50;5.5
PREST-0999;Urgence weekend 999;PREST-REF-0999;;forfait;73.75;0
PREST-1000;Main d'œuvre 1000;PREST-REF-1000;;heure;75.00;20
