externalId;reference;description;status;priority;dueDate;customerExternalId;orderGiverExternalId;siteExternalId;tags
DOS-0638;AFF-0638;;in_progress;medium;;CLI-0638;DO-0638;SITE-0638;import
DOS-0639;AFF-0639;;open;high;;CLI-0639;DO-0639;SITE-0639;
DOS-0640;AFF-0640;;in_progress;medium;;CLI-0640;DO-0640;SITE-0640;import
DOS-0641;AFF-0641;;open;medium;;CLI-0641;DO-0641;SITE-0641;
DOS-0642;AFF-0642;;in_progress;high;;CLI-0642;DO-0642;SITE-0642;import
DOS-0643;AFF-0643;;open;medium;;CLI-0643;DO-0643;SITE-0643;
DOS-0644;AFF-0644;;in_progress;medium;;CLI-0644;DO-0644;SITE-0644;import
DOS-0645;AFF-0645;;open;high;;CLI-0645;DO-0645;SITE-0645;
DOS-0646;AFF-0646;;in_progress;medium;;CLI-0646;DO-0646;SITE-0646;import
DOS-0647;AFF-0647;;open;medium;;CLI-0647;DO-0647;SITE-0647;
DOS-0648;AFF-0648;;in_progress;high;;CLI-0648;DO-0648;SITE-0648;import
DOS-0649;AFF-0649;;open;medium;;CLI-0649;DO-0649;SITE-0649;
DOS-0650;AFF-0650;;in_progress;medium;;CLI-0650;DO-0650;SITE-0650;import
DOS-0651;AFF-0651;;open;high;;CLI-0651;DO-0651;SITE-0651;
DOS-0652;AFF-0652;;in_progress;medium;;CLI-0652;DO-0652;SITE-0652;import
DOS-0653;AFF-0653;;open;medium;;CLI-0653;DO-0653;SITE-0653;
DOS-0654;AFF-0654;;in_progress;high;;CLI-0654;DO-0654;SITE-0654;import
DOS-0655;AFF-0655;;open;medium;;CLI-0655;DO-0655;SITE-0655;
DOS-0656;AFF-0656;;in_progress;medium;;CLI-0656;DO-0656;SITE-0656;import
DOS-0657;AFF-0657;;open;high;;CLI-0657;DO-0657;SITE-0657;
DOS-0658;AFF-0658;;in_progress;medium;;CLI-0658;DO-0658;SITE-0658;import
DOS-0659;AFF-0659;;open;medium;;CLI-0659;DO-0659;SITE-0659;
DOS-0660;AFF-0660;;in_progress;high;;CLI-0660;DO-0660;SITE-0660;import
DOS-0661;AFF-0661;;open;medium;;CLI-0661;DO-0661;SITE-0661;
DOS-0662;AFF-0662;;in_progress;medium;;CLI-0662;DO-0662;SITE-0662;import
DOS-0663;AFF-0663;;open;high;;CLI-0663;DO-0663;SITE-0663;
DOS-0664;AFF-0664;;in_progress;medium;;CLI-0664;DO-0664;SITE-0664;import
DOS-0665;AFF-0665;;open;medium;;CLI-0665;DO-0665;SITE-0665;
DOS-0666;AFF-0666;;in_progress;high;;CLI-0666;DO-0666;SITE-0666;import
DOS-0667;AFF-0667;;open;medium;;CLI-0667;DO-0667;SITE-0667;
DOS-0668;AFF-0668;;in_progress;medium;;CLI-0668;DO-0668;SITE-0668;import
DOS-0669;AFF-0669;;open;high;;CLI-0669;DO-0669;SITE-0669;
DOS-0670;AFF-0670;;in_progress;medium;;CLI-0670;DO-0670;SITE-0670;import
DOS-0671;AFF-0671;;open;medium;;CLI-0671;DO-0671;SITE-0671;
DOS-0672;AFF-0672;;in_progress;high;;CLI-0672;DO-0672;SITE-0672;import
DOS-0673;AFF-0673;;open;medium;;CLI-0673;DO-0673;SITE-0673;
DOS-0674;AFF-0674;;in_progress;medium;;CLI-0674;DO-0674;SITE-0674;import
DOS-0675;AFF-0675;;open;high;;CLI-0675;DO-0675;SITE-0675;
DOS-0676;AFF-0676;;in_progress;medium;;CLI-0676;DO-0676;SITE-0676;import
DOS-0677;AFF-0677;;open;medium;;CLI-0677;DO-0677;SITE-0677;
DOS-0678;AFF-0678;;in_progress;high;;CLI-0678;DO-0678;SITE-0678;import
DOS-0679;AFF-0679;;open;medium;;CLI-0679;DO-0679;SITE-0679;
DOS-0680;AFF-0680;;in_progress;medium;;CLI-0680;DO-0680;SITE-0680;import
DOS-0681;AFF-0681;;open;high;;CLI-0681;DO-0681;SITE-0681;
DOS-0682;AFF-0682;;in_progress;medium;;CLI-0682;DO-0682;SITE-0682;import
DOS-0683;AFF-0683;;open;medium;;CLI-0683;DO-0683;SITE-0683;
DOS-0684;AFF-0684;;in_progress;high;;CLI-0684;DO-0684;SITE-0684;import
DOS-0685;AFF-0685;;open;medium;;CLI-0685;DO-0685;SITE-0685;
DOS-0686;AFF-0686;;in_progress;medium;;CLI-0686;DO-0686;SITE-0686;import
DOS-0687;AFF-0687;;open;high;;CLI-0687;DO-0687;SITE-0687;
DOS-0688;AFF-0688;;in_progress;medium;;CLI-0688;DO-0688;SITE-0688;import
DOS-0689;AFF-0689;;open;medium;;CLI-0689;DO-0689;SITE-0689;
DOS-0690;AFF-0690;;in_progress;high;;CLI-0690;DO-0690;SITE-0690;import
DOS-0691;AFF-0691;;open;medium;;CLI-0691;DO-0691;SITE-0691;
DOS-0692;AFF-0692;;in_progress;medium;;CLI-0692;DO-0692;SITE-0692;import
DOS-0693;AFF-0693;;open;high;;CLI-0693;DO-0693;SITE-0693;
DOS-0694;AFF-0694;;in_progress;medium;;CLI-0694;DO-0694;SITE-0694;import
DOS-0695;AFF-0695;;open;medium;;CLI-0695;DO-0695;SITE-0695;
DOS-0696;AFF-0696;;in_progress;high;;CLI-0696;DO-0696;SITE-0696;import
DOS-0697;AFF-0697;;open;medium;;CLI-0697;DO-0697;SITE-0697;
DOS-0698;AFF-0698;;in_progress;medium;;CLI-0698;DO-0698;SITE-0698;import
DOS-0699;AFF-0699;;open;high;;CLI-0699;DO-0699;SITE-0699;
DOS-0700;AFF-0700;;in_progress;medium;;CLI-0700;DO-0700;SITE-0700;import
DOS-0701;AFF-0701;;open;medium;;CLI-0701;DO-0701;SITE-0701;
DOS-0702;AFF-0702;;in_progress;high;;CLI-0702;DO-0702;SITE-0702;import
DOS-0703;AFF-0703;;open;medium;;CLI-0703;DO-0703;SITE-0703;
DOS-0704;AFF-0704;;in_progress;medium;;CLI-0704;DO-0704;SITE-0704;import
DOS-0705;AFF-0705;;open;high;;CLI-0705;DO-0705;SITE-0705;
DOS-0706;AFF-0706;;in_progress;medium;;CLI-0706;DO-0706;SITE-0706;import
DOS-0707;AFF-0707;;open;medium;;CLI-0707;DO-0707;SITE-0707;
DOS-0708;AFF-0708;;in_progress;high;;CLI-0708;DO-0708;SITE-0708;import
DOS-0709;AFF-0709;;open;medium;;CLI-0709;DO-0709;SITE-0709;
DOS-0710;AFF-0710;;in_progress;medium;;CLI-0710;DO-0710;SITE-0710;import
DOS-0711;AFF-0711;;open;high;;CLI-0711;DO-0711;SITE-0711;
DOS-0712;AFF-0712;;in_progress;medium;;CLI-0712;DO-0712;SITE-0712;import
DOS-0713;AFF-0713;;open;medium;;CLI-0713;DO-0713;SITE-0713;
DOS-0714;AFF-0714;;in_progress;high;;CLI-0714;DO-0714;SITE-0714;import
DOS-0715;AFF-0715;;open;medium;;CLI-0715;DO-0715;SITE-0715;
DOS-0716;AFF-0716;;in_progress;medium;;CLI-0716;DO-0716;SITE-0716;import
DOS-0717;AFF-0717;;open;high;;CLI-0717;DO-0717;SITE-0717;
DOS-0718;AFF-0718;;in_progress;medium;;CLI-0718;DO-0718;SITE-0718;import
DOS-0719;AFF-0719;;open;medium;;CLI-0719;DO-0719;SITE-0719;
DOS-0720;AFF-0720;;in_progress;high;;CLI-0720;DO-0720;SITE-0720;import
DOS-0721;AFF-0721;;open;medium;;CLI-0721;DO-0721;SITE-0721;
DOS-0722;AFF-0722;;in_progress;medium;;CLI-0722;DO-0722;SITE-0722;import
DOS-0723;AFF-0723;;open;high;;CLI-0723;DO-0723;SITE-0723;
DOS-0724;AFF-0724;;in_progress;medium;;CLI-0724;DO-0724;SITE-0724;import
DOS-0725;AFF-0725;;open;medium;;CLI-0725;DO-0725;SITE-0725;
DOS-0726;AFF-0726;;in_progress;high;;CLI-0726;DO-0726;SITE-0726;import
DOS-0727;AFF-0727;;open;medium;;CLI-0727;DO-0727;SITE-0727;
DOS-0728;AFF-0728;;in_progress;medium;;CLI-0728;DO-0728;SITE-0728;import
DOS-0729;AFF-0729;;open;high;;CLI-0729;DO-0729;SITE-0729;
DOS-0730;AFF-0730;;in_progress;medium;;CLI-0730;DO-0730;SITE-0730;import
DOS-0731;AFF-0731;;open;medium;;CLI-0731;DO-0731;SITE-0731;
DOS-0732;AFF-0732;;in_progress;high;;CLI-0732;DO-0732;SITE-0732;import
DOS-0733;AFF-0733;;open;medium;;CLI-0733;DO-0733;SITE-0733;
DOS-0734;AFF-0734;;in_progress;medium;;CLI-0734;DO-0734;SITE-0734;import
DOS-0735;AFF-0735;;open;high;;CLI-0735;DO-0735;SITE-0735;
DOS-0736;AFF-0736;;in_progress;medium;;CLI-0736;DO-0736;SITE-0736;import
DOS-0737;AFF-0737;;open;medium;;CLI-0737;DO-0737;SITE-0737;
DOS-0738;AFF-0738;;in_progress;high;;CLI-0738;DO-0738;SITE-0738;import
DOS-0739;AFF-0739;;open;medium;;CLI-0739;DO-0739;SITE-0739;
DOS-0740;AFF-0740;;in_progress;medium;;CLI-0740;DO-0740;SITE-0740;import
DOS-0741;AFF-0741;;open;high;;CLI-0741;DO-0741;SITE-0741;
DOS-0742;AFF-0742;;in_progress;medium;;CLI-0742;DO-0742;SITE-0742;import
DOS-0743;AFF-0743;;open;medium;;CLI-0743;DO-0743;SITE-0743;
DOS-0744;AFF-0744;;in_progress;high;;CLI-0744;DO-0744;SITE-0744;import
DOS-0745;AFF-0745;;open;medium;;CLI-0745;DO-0745;SITE-0745;
DOS-0746;AFF-0746;;in_progress;medium;;CLI-0746;DO-0746;SITE-0746;import
DOS-0747;AFF-0747;;open;high;;CLI-0747;DO-0747;SITE-0747;
DOS-0748;AFF-0748;;in_progress;medium;;CLI-0748;DO-0748;SITE-0748;import
DOS-0749;AFF-0749;;open;medium;;CLI-0749;DO-0749;SITE-0749;
DOS-0750;AFF-0750;;in_progress;high;;CLI-0750;DO-0750;SITE-0750;import
DOS-0751;AFF-0751;;open;medium;;CLI-0751;DO-0751;SITE-0751;
DOS-0752;AFF-0752;;in_progress;medium;;CLI-0752;DO-0752;SITE-0752;import
DOS-0753;AFF-0753;;open;high;;CLI-0753;DO-0753;SITE-0753;
DOS-0754;AFF-0754;;in_progress;medium;;CLI-0754;DO-0754;SITE-0754;import
DOS-0755;AFF-0755;;open;medium;;CLI-0755;DO-0755;SITE-0755;
DOS-0756;AFF-0756;;in_progress;high;;CLI-0756;DO-0756;SITE-0756;import
DOS-0757;AFF-0757;;open;medium;;CLI-0757;DO-0757;SITE-0757;
DOS-0758;AFF-0758;;in_progress;medium;;CLI-0758;DO-0758;SITE-0758;import
DOS-0759;AFF-0759;;open;high;;CLI-0759;DO-0759;SITE-0759;
DOS-0760;AFF-0760;;in_progress;medium;;CLI-0760;DO-0760;SITE-0760;import
DOS-0761;AFF-0761;;open;medium;;CLI-0761;DO-0761;SITE-0761;
DOS-0762;AFF-0762;;in_progress;high;;CLI-0762;DO-0762;SITE-0762;import
DOS-0763;AFF-0763;;open;medium;;CLI-0763;DO-0763;SITE-0763;
DOS-0764;AFF-0764;;in_progress;medium;;CLI-0764;DO-0764;SITE-0764;import
DOS-0765;AFF-0765;;open;high;;CLI-0765;DO-0765;SITE-0765;
DOS-0766;AFF-0766;;in_progress;medium;;CLI-0766;DO-0766;SITE-0766;import
DOS-0767;AFF-0767;;open;medium;;CLI-0767;DO-0767;SITE-0767;
DOS-0768;AFF-0768;;in_progress;high;;CLI-0768;DO-0768;SITE-0768;import
DOS-0769;AFF-0769;;open;medium;;CLI-0769;DO-0769;SITE-0769;
DOS-0770;AFF-0770;;in_progress;medium;;CLI-0770;DO-0770;SITE-0770;import
DOS-0771;AFF-0771;;open;high;;CLI-0771;DO-0771;SITE-0771;
DOS-0772;AFF-0772;;in_progress;medium;;CLI-0772;DO-0772;SITE-0772;import
DOS-0773;AFF-0773;;open;medium;;CLI-0773;DO-0773;SITE-0773;
DOS-0774;AFF-0774;;in_progress;high;;CLI-0774;DO-0774;SITE-0774;import
DOS-0775;AFF-0775;;open;medium;;CLI-0775;DO-0775;SITE-0775;
DOS-0776;AFF-0776;;in_progress;medium;;CLI-0776;DO-0776;SITE-0776;import
DOS-0777;AFF-0777;;open;high;;CLI-0777;DO-0777;SITE-0777;
DOS-0778;AFF-0778;;in_progress;medium;;CLI-0778;DO-0778;SITE-0778;import
DOS-0779;AFF-0779;;open;medium;;CLI-0779;DO-0779;SITE-0779;
DOS-0780;AFF-0780;;in_progress;high;;CLI-0780;DO-0780;SITE-0780;import
DOS-0781;AFF-0781;;open;medium;;CLI-0781;DO-0781;SITE-0781;
DOS-0782;AFF-0782;;in_progress;medium;;CLI-0782;DO-0782;SITE-0782;import
DOS-0783;AFF-0783;;open;high;;CLI-0783;DO-0783;SITE-0783;
DOS-0784;AFF-0784;;in_progress;medium;;CLI-0784;DO-0784;SITE-0784;import
DOS-0785;AFF-0785;;open;medium;;CLI-0785;DO-0785;SITE-0785;
DOS-0786;AFF-0786;;in_progress;high;;CLI-0786;DO-0786;SITE-0786;import
DOS-0787;AFF-0787;;open;medium;;CLI-0787;DO-0787;SITE-0787;
DOS-0788;AFF-0788;;in_progress;medium;;CLI-0788;DO-0788;SITE-0788;import
DOS-0789;AFF-0789;;open;high;;CLI-0789;DO-0789;SITE-0789;
DOS-0790;AFF-0790;;in_progress;medium;;CLI-0790;DO-0790;SITE-0790;import
DOS-0791;AFF-0791;;open;medium;;CLI-0791;DO-0791;SITE-0791;
DOS-0792;AFF-0792;;in_progress;high;;CLI-0792;DO-0792;SITE-0792;import
DOS-0793;AFF-0793;;open;medium;;CLI-0793;DO-0793;SITE-0793;
DOS-0794;AFF-0794;;in_progress;medium;;CLI-0794;DO-0794;SITE-0794;import
DOS-0795;AFF-0795;;open;high;;CLI-0795;DO-0795;SITE-0795;
DOS-0796;AFF-0796;;in_progress;medium;;CLI-0796;DO-0796;SITE-0796;import
DOS-0797;AFF-0797;;open;medium;;CLI-0797;DO-0797;SITE-0797;
DOS-0798;AFF-0798;;in_progress;high;;CLI-0798;DO-0798;SITE-0798;import
DOS-0799;AFF-0799;;open;medium;;CLI-0799;DO-0799;SITE-0799;
DOS-0800;AFF-0800;;in_progress;medium;;CLI-0800;DO-0800;SITE-0800;import
DOS-0801;AFF-0801;;open;high;;CLI-0801;DO-0801;SITE-0801;
DOS-0802;AFF-0802;;in_progress;medium;;CLI-0802;DO-0802;SITE-0802;import
DOS-0803;AFF-0803;;open;medium;;CLI-0803;DO-0803;SITE-0803;
DOS-0804;AFF-0804;;in_progress;high;;CLI-0804;DO-0804;SITE-0804;import
DOS-0805;AFF-0805;;open;medium;;CLI-0805;DO-0805;SITE-0805;
DOS-0806;AFF-0806;;in_progress;medium;;CLI-0806;DO-0806;SITE-0806;import
DOS-0807;AFF-0807;;open;high;;CLI-0807;DO-0807;SITE-0807;
DOS-0808;AFF-0808;;in_progress;medium;;CLI-0808;DO-0808;SITE-0808;import
DOS-0809;AFF-0809;;open;medium;;CLI-0809;DO-0809;SITE-0809;
DOS-0810;AFF-0810;;in_progress;high;;CLI-0810;DO-0810;SITE-0810;import
DOS-0811;AFF-0811;;open;medium;;CLI-0811;DO-0811;SITE-0811;
DOS-0812;AFF-0812;;in_progress;medium;;CLI-0812;DO-0812;SITE-0812;import
DOS-0813;AFF-0813;;open;high;;CLI-0813;DO-0813;SITE-0813;
DOS-0814;AFF-0814;;in_progress;medium;;CLI-0814;DO-0814;SITE-0814;import
DOS-0815;AFF-0815;;open;medium;;CLI-0815;DO-0815;SITE-0815;
DOS-0816;AFF-0816;;in_progress;high;;CLI-0816;DO-0816;SITE-0816;import
DOS-0817;AFF-0817;;open;medium;;CLI-0817;DO-0817;SITE-0817;
DOS-0818;AFF-0818;;in_progress;medium;;CLI-0818;DO-0818;SITE-0818;import
DOS-0819;AFF-0819;;open;high;;CLI-0819;DO-0819;SITE-0819;
DOS-0820;AFF-0820;;in_progress;medium;;CLI-0820;DO-0820;SITE-0820;import
DOS-0821;AFF-0821;;open;medium;;CLI-0821;DO-0821;SITE-0821;
DOS-0822;AFF-0822;;in_progress;high;;CLI-0822;DO-0822;SITE-0822;import
DOS-0823;AFF-0823;;open;medium;;CLI-0823;DO-0823;SITE-0823;
DOS-0824;AFF-0824;;in_progress;medium;;CLI-0824;DO-0824;SITE-0824;import
DOS-0825;AFF-0825;;open;high;;CLI-0825;DO-0825;SITE-0825;
DOS-0826;AFF-0826;;in_progress;medium;;CLI-0826;DO-0826;SITE-0826;import
DOS-0827;AFF-0827;;open;medium;;CLI-0827;DO-0827;SITE-0827;
DOS-0828;AFF-0828;;in_progress;high;;CLI-0828;DO-0828;SITE-0828;import
DOS-0829;AFF-0829;;open;medium;;CLI-0829;DO-0829;SITE-0829;
DOS-0830;AFF-0830;;in_progress;medium;;CLI-0830;DO-0830;SITE-0830;import
DOS-0831;AFF-0831;;open;high;;CLI-0831;DO-0831;SITE-0831;
DOS-0832;AFF-0832;;in_progress;medium;;CLI-0832;DO-0832;SITE-0832;import
DOS-0833;AFF-0833;;open;medium;;CLI-0833;DO-0833;SITE-0833;
DOS-0834;AFF-0834;;in_progress;high;;CLI-0834;DO-0834;SITE-0834;import
DOS-0835;AFF-0835;;open;medium;;CLI-0835;DO-0835;SITE-0835;
DOS-0836;AFF-0836;;in_progress;medium;;CLI-0836;DO-0836;SITE-0836;import
DOS-0837;AFF-0837;;open;high;;CLI-0837;DO-0837;SITE-0837;
DOS-0838;AFF-0838;;in_progress;medium;;CLI-0838;DO-0838;SITE-0838;import
DOS-0839;AFF-0839;;open;medium;;CLI-0839;DO-0839;SITE-0839;
DOS-0840;AFF-0840;;in_progress;high;;CLI-0840;DO-0840;SITE-0840;import
DOS-0841;AFF-0841;;open;medium;;CLI-0841;DO-0841;SITE-0841;
DOS-0842;AFF-0842;;in_progress;medium;;CLI-0842;DO-0842;SITE-0842;import
DOS-0843;AFF-0843;;open;high;;CLI-0843;DO-0843;SITE-0843;
DOS-0844;AFF-0844;;in_progress;medium;;CLI-0844;DO-0844;SITE-0844;import
DOS-0845;AFF-0845;;open;medium;;CLI-0845;DO-0845;SITE-0845;
DOS-0846;AFF-0846;;in_progress;high;;CLI-0846;DO-0846;SITE-0846;import
DOS-0847;AFF-0847;;open;medium;;CLI-0847;DO-0847;SITE-0847;
DOS-0848;AFF-0848;;in_progress;medium;;CLI-0848;DO-0848;SITE-0848;import
DOS-0849;AFF-0849;;open;high;;CLI-0849;DO-0849;SITE-0849;
DOS-0850;AFF-0850;;in_progress;medium;;CLI-0850;DO-0850;SITE-0850;import
DOS-0851;AFF-0851;;open;medium;;CLI-0851;DO-0851;SITE-0851;
DOS-0852;AFF-0852;;in_progress;high;;CLI-0852;DO-0852;SITE-0852;import
DOS-0853;AFF-0853;;open;medium;;CLI-0853;DO-0853;SITE-0853;
DOS-0854;AFF-0854;;in_progress;medium;;CLI-0854;DO-0854;SITE-0854;import
DOS-0855;AFF-0855;;open;high;;CLI-0855;DO-0855;SITE-0855;
DOS-0856;AFF-0856;;in_progress;medium;;CLI-0856;DO-0856;SITE-0856;import
DOS-0857;AFF-0857;;open;medium;;CLI-0857;DO-0857;SITE-0857;
DOS-0858;AFF-0858;;in_progress;high;;CLI-0858;DO-0858;SITE-0858;import
DOS-0859;AFF-0859;;open;medium;;CLI-0859;DO-0859;SITE-0859;
DOS-0860;AFF-0860;;in_progress;medium;;CLI-0860;DO-0860;SITE-0860;import
DOS-0861;AFF-0861;;open;high;;CLI-0861;DO-0861;SITE-0861;
DOS-0862;AFF-0862;;in_progress;medium;;CLI-0862;DO-0862;SITE-0862;import
DOS-0863;AFF-0863;;open;medium;;CLI-0863;DO-0863;SITE-0863;
DOS-0864;AFF-0864;;in_progress;high;;CLI-0864;DO-0864;SITE-0864;import
DOS-0865;AFF-0865;;open;medium;;CLI-0865;DO-0865;SITE-0865;
DOS-0866;AFF-0866;;in_progress;medium;;CLI-0866;DO-0866;SITE-0866;import
DOS-0867;AFF-0867;;open;high;;CLI-0867;DO-0867;SITE-0867;
DOS-0868;AFF-0868;;in_progress;medium;;CLI-0868;DO-0868;SITE-0868;import
DOS-0869;AFF-0869;;open;medium;;CLI-0869;DO-0869;SITE-0869;
DOS-0870;AFF-0870;;in_progress;high;;CLI-0870;DO-0870;SITE-0870;import
DOS-0871;AFF-0871;;open;medium;;CLI-0871;DO-0871;SITE-0871;
DOS-0872;AFF-0872;;in_progress;medium;;CLI-0872;DO-0872;SITE-0872;import
DOS-0873;AFF-0873;;open;high;;CLI-0873;DO-0873;SITE-0873;
DOS-0874;AFF-0874;;in_progress;medium;;CLI-0874;DO-0874;SITE-0874;import
DOS-0875;AFF-0875;;open;medium;;CLI-0875;DO-0875;SITE-0875;
DOS-0876;AFF-0876;;in_progress;high;;CLI-0876;DO-0876;SITE-0876;import
DOS-0877;AFF-0877;;open;medium;;CLI-0877;DO-0877;SITE-0877;
DOS-0878;AFF-0878;;in_progress;medium;;CLI-0878;DO-0878;SITE-0878;import
DOS-0879;AFF-0879;;open;high;;CLI-0879;DO-0879;SITE-0879;
DOS-0880;AFF-0880;;in_progress;medium;;CLI-0880;DO-0880;SITE-0880;import
DOS-0881;AFF-0881;;open;medium;;CLI-0881;DO-0881;SITE-0881;
DOS-0882;AFF-0882;;in_progress;high;;CLI-0882;DO-0882;SITE-0882;import
DOS-0883;AFF-0883;;open;medium;;CLI-0883;DO-0883;SITE-0883;
DOS-0884;AFF-0884;;in_progress;medium;;CLI-0884;DO-0884;SITE-0884;import
DOS-0885;AFF-0885;;open;high;;CLI-0885;DO-0885;SITE-0885;
DOS-0886;AFF-0886;;in_progress;medium;;CLI-0886;DO-0886;SITE-0886;import
DOS-0887;AFF-0887;;open;medium;;CLI-0887;DO-0887;SITE-0887;
DOS-0888;AFF-0888;;in_progress;high;;CLI-0888;DO-0888;SITE-0888;import
DOS-0889;AFF-0889;;open;medium;;CLI-0889;DO-0889;SITE-0889;
DOS-0890;AFF-0890;;in_progress;medium;;CLI-0890;DO-0890;SITE-0890;import
DOS-0891;AFF-0891;;open;high;;CLI-0891;DO-0891;SITE-0891;
DOS-0892;AFF-0892;;in_progress;medium;;CLI-0892;DO-0892;SITE-0892;import
DOS-0893;AFF-0893;;open;medium;;CLI-0893;DO-0893;SITE-0893;
DOS-0894;AFF-0894;;in_progress;high;;CLI-0894;DO-0894;SITE-0894;import
DOS-0895;AFF-0895;;open;medium;;CLI-0895;DO-0895;SITE-0895;
DOS-0896;AFF-0896;;in_progress;medium;;CLI-0896;DO-0896;SITE-0896;import
DOS-0897;AFF-0897;;open;high;;CLI-0897;DO-0897;SITE-0897;
DOS-0898;AFF-0898;;in_progress;medium;;CLI-0898;DO-0898;SITE-0898;import
DOS-0899;AFF-0899;;open;medium;;CLI-0899;DO-0899;SITE-0899;
DOS-0900;AFF-0900;;in_progress;high;;CLI-0900;DO-0900;SITE-0900;import
DOS-0901;AFF-0901;;open;medium;;CLI-0901;DO-0901;SITE-0901;
DOS-0902;AFF-0902;;in_progress;medium;;CLI-0902;DO-0902;SITE-0902;import
DOS-0903;AFF-0903;;open;high;;CLI-0903;DO-0903;SITE-0903;
DOS-0904;AFF-0904;;in_progress;medium;;CLI-0904;DO-0904;SITE-0904;import
DOS-0905;AFF-0905;;open;medium;;CLI-0905;DO-0905;SITE-0905;
DOS-0906;AFF-0906;;in_progress;high;;CLI-0906;DO-0906;SITE-0906;import
DOS-0907;AFF-0907;;open;medium;;CLI-0907;DO-0907;SITE-0907;
DOS-0908;AFF-0908;;in_progress;medium;;CLI-0908;DO-0908;SITE-0908;import
DOS-0909;AFF-0909;;open;high;;CLI-0909;DO-0909;SITE-0909;
DOS-0910;AFF-0910;;in_progress;medium;;CLI-0910;DO-0910;SITE-0910;import
DOS-0911;AFF-0911;;open;medium;;CLI-0911;DO-0911;SITE-0911;
DOS-0912;AFF-0912;;in_progress;high;;CLI-0912;DO-0912;SITE-0912;import
DOS-0913;AFF-0913;;open;medium;;CLI-0913;DO-0913;SITE-0913;
DOS-0914;AFF-0914;;in_progress;medium;;CLI-0914;DO-0914;SITE-0914;import
DOS-0915;AFF-0915;;open;high;;CLI-0915;DO-0915;SITE-0915;
DOS-0916;AFF-0916;;in_progress;medium;;CLI-0916;DO-0916;SITE-0916;import
DOS-0917;AFF-0917;;open;medium;;CLI-0917;DO-0917;SITE-0917;
DOS-0918;AFF-0918;;in_progress;high;;CLI-0918;DO-0918;SITE-0918;import
DOS-0919;AFF-0919;;open;medium;;CLI-0919;DO-0919;SITE-0919;
DOS-0920;AFF-0920;;in_progress;medium;;CLI-0920;DO-0920;SITE-0920;import
DOS-0921;AFF-0921;;open;high;;CLI-0921;DO-0921;SITE-0921;
DOS-0922;AFF-0922;;in_progress;medium;;CLI-0922;DO-0922;SITE-0922;import
DOS-0923;AFF-0923;;open;medium;;CLI-0923;DO-0923;SITE-0923;
DOS-0924;AFF-0924;;in_progress;high;;CLI-0924;DO-0924;SITE-0924;import
DOS-0925;AFF-0925;;open;medium;;CLI-0925;DO-0925;SITE-0925;
DOS-0926;AFF-0926;;in_progress;medium;;CLI-0926;DO-0926;SITE-0926;import
DOS-0927;AFF-0927;;open;high;;CLI-0927;DO-0927;SITE-0927;
DOS-0928;AFF-0928;;in_progress;medium;;CLI-0928;DO-0928;SITE-0928;import
DOS-0929;AFF-0929;;open;medium;;CLI-0929;DO-0929;SITE-0929;
DOS-0930;AFF-0930;;in_progress;high;;CLI-0930;DO-0930;SITE-0930;import
DOS-0931;AFF-0931;;open;medium;;CLI-0931;DO-0931;SITE-0931;
DOS-0932;AFF-0932;;in_progress;medium;;CLI-0932;DO-0932;SITE-0932;import
DOS-0933;AFF-0933;;open;high;;CLI-0933;DO-0933;SITE-0933;
DOS-0934;AFF-0934;;in_progress;medium;;CLI-0934;DO-0934;SITE-0934;import
DOS-0935;AFF-0935;;open;medium;;CLI-0935;DO-0935;SITE-0935;
DOS-0936;AFF-0936;;in_progress;high;;CLI-0936;DO-0936;SITE-0936;import
DOS-0937;AFF-0937;;open;medium;;CLI-0937;DO-0937;SITE-0937;
DOS-0938;AFF-0938;;in_progress;medium;;CLI-0938;DO-0938;SITE-0938;import
DOS-0939;AFF-0939;;open;high;;CLI-0939;DO-0939;SITE-0939;
DOS-0940;AFF-0940;;in_progress;medium;;CLI-0940;DO-0940;SITE-0940;import
DOS-0941;AFF-0941;;open;medium;;CLI-0941;DO-0941;SITE-0941;
DOS-0942;AFF-0942;;in_progress;high;;CLI-0942;DO-0942;SITE-0942;import
DOS-0943;AFF-0943;;open;medium;;CLI-0943;DO-0943;SITE-0943;
DOS-0944;AFF-0944;;in_progress;medium;;CLI-0944;DO-0944;SITE-0944;import
DOS-0945;AFF-0945;;open;high;;CLI-0945;DO-0945;SITE-0945;
DOS-0946;AFF-0946;;in_progress;medium;;CLI-0946;DO-0946;SITE-0946;import
DOS-0947;AFF-0947;;open;medium;;CLI-0947;DO-0947;SITE-0947;
DOS-0948;AFF-0948;;in_progress;high;;CLI-0948;DO-0948;SITE-0948;import
DOS-0949;AFF-0949;;open;medium;;CLI-0949;DO-0949;SITE-0949;
DOS-0950;AFF-0950;;in_progress;medium;;CLI-0950;DO-0950;SITE-0950;import
DOS-0951;AFF-0951;;open;high;;CLI-0951;DO-0951;SITE-0951;
DOS-0952;AFF-0952;;in_progress;medium;;CLI-0952;DO-0952;SITE-0952;import
DOS-0953;AFF-0953;;open;medium;;CLI-0953;DO-0953;SITE-0953;
DOS-0954;AFF-0954;;in_progress;high;;CLI-0954;DO-0954;SITE-0954;import
DOS-0955;AFF-0955;;open;medium;;CLI-0955;DO-0955;SITE-0955;
DOS-0956;AFF-0956;;in_progress;medium;;CLI-0956;DO-0956;SITE-0956;import
