externalId;name;reference;description;unit;defaultPrice;initialStock;reorderPoint;targetStock
ART-0758;Peinture acrylique 758;REF-0758;;litre;4.96;158;20;158
ART-0759;Mastic 759;REF-0759;;boîte;5.33;159;20;159
ART-0760;Joint silicone 760;REF-0760;Description article 760;unité;5.70;160;20;160
ART-0761;Tuyau PVC 761;REF-0761;;mètre;6.07;161;20;161
ART-0762;Vis inox 762;REF-0762;;kg;6.44;162;20;162
ART-0763;Cable électrique 763;REF-0763;;litre;6.81;163;20;163
ART-0764;Joint torique 764;REF-0764;;boîte;7.18;164;20;164
ART-0765;Robinet thermostatique 765;REF-0765;Description article 765;unité;7.55;165;20;165
ART-0766;Collier de serrage 766;REF-0766;;mètre;7.92;166;20;166
ART-0767;Isolant laine 767;REF-0767;;kg;8.29;167;20;167
ART-0768;Peinture acrylique 768;REF-0768;;litre;8.66;168;20;168
ART-0769;Mastic 769;REF-0769;;boîte;9.03;169;20;169
ART-0770;Joint silicone 770;REF-0770;Description article 770;unité;9.40;170;20;170
ART-0771;Tuyau PVC 771;REF-0771;;mètre;9.77;171;20;171
ART-0772;Vis inox 772;REF-0772;;kg;10.14;172;20;172
ART-0773;Cable électrique 773;REF-0773;;litre;10.51;173;20;173
ART-0774;Joint torique 774;REF-0774;;boîte;10.88;174;20;174
ART-0775;Robinet thermostatique 775;REF-0775;Description article 775;unité;11.25;175;20;175
ART-0776;Collier de serrage 776;REF-0776;;mètre;11.62;176;20;176
ART-0777;Isolant laine 777;REF-0777;;kg;11.99;177;20;177
ART-0778;Peinture acrylique 778;REF-0778;;litre;12.36;178;20;178
ART-0779;Mastic 779;REF-0779;;boîte;12.73;179;20;179
ART-0780;Joint silicone 780;REF-0780;Description article 780;unité;13.10;180;20;180
ART-0781;Tuyau PVC 781;REF-0781;;mètre;13.47;181;20;181
ART-0782;Vis inox 782;REF-0782;;kg;13.84;182;20;182
ART-0783;Cable électrique 783;REF-0783;;litre;14.21;183;20;183
ART-0784;Joint torique 784;REF-0784;;boîte;14.58;184;20;184
ART-0785;Robinet thermostatique 785;REF-0785;Description article 785;unité;14.95;185;20;185
ART-0786;Collier de serrage 786;REF-0786;;mètre;15.32;186;20;186
ART-0787;Isolant laine 787;REF-0787;;kg;15.69;187;20;187
ART-0788;Peinture acrylique 788;REF-0788;;litre;16.06;188;20;188
ART-0789;Mastic 789;REF-0789;;boîte;16.43;189;20;189
ART-0790;Joint silicone 790;REF-0790;Description article 790;unité;16.80;190;20;190
ART-0791;Tuyau PVC 791;REF-0791;;mètre;17.17;191;20;191
ART-0792;Vis inox 792;REF-0792;;kg;17.54;192;20;192
ART-0793;Cable électrique 793;REF-0793;;litre;17.91;193;20;193
ART-0794;Joint torique 794;REF-0794;;boîte;18.28;194;20;194
ART-0795;Robinet thermostatique 795;REF-0795;Description article 795;unité;18.65;195;20;195
ART-0796;Collier de serrage 796;REF-0796;;mètre;19.02;196;20;196
ART-0797;Isolant laine 797;REF-0797;;kg;19.39;197;20;197
ART-0798;Peinture acrylique 798;REF-0798;;litre;19.76;198;20;198
ART-0799;Mastic 799;REF-0799;;boîte;20.13;199;20;199
ART-0800;Joint silicone 800;REF-0800;Description article 800;unité;2.00;0;0;5
ART-0801;Tuyau PVC 801;REF-0801;;mètre;2.37;1;0;5
ART-0802;Vis inox 802;REF-0802;;kg;2.74;2;0;5
ART-0803;Cable électrique 803;REF-0803;;litre;3.11;3;0;5
ART-0804;Joint torique 804;REF-0804;;boîte;3.48;4;0;5
ART-0805;Robinet thermostatique 805;REF-0805;Description article 805;unité;3.85;5;1;6
ART-0806;Collier de serrage 806;REF-0806;;mètre;4.22;6;1;6
ART-0807;Isolant laine 807;REF-0807;;kg;4.59;7;1;7
ART-0808;Peinture acrylique 808;REF-0808;;litre;4.96;8;1;8
ART-0809;Mastic 809;REF-0809;;boîte;5.33;9;1;9
ART-0810;Joint silicone 810;REF-0810;Description article 810;unité;5.70;10;2;10
ART-0811;Tuyau PVC 811;REF-0811;;mètre;6.07;11;2;11
ART-0812;Vis inox 812;REF-0812;;kg;6.44;12;2;12
ART-0813;Cable électrique 813;REF-0813;;litre;6.81;13;2;13
ART-0814;Joint torique 814;REF-0814;;boîte;7.18;14;2;14
ART-0815;Robinet thermostatique 815;REF-0815;Description article 815;unité;7.55;15;3;15
ART-0816;Collier de serrage 816;REF-0816;;mètre;7.92;16;3;16
ART-0817;Isolant laine 817;REF-0817;;kg;8.29;17;3;17
ART-0818;Peinture acrylique 818;REF-0818;;litre;8.66;18;3;18
ART-0819;Mastic 819;REF-0819;;boîte;9.03;19;3;19
ART-0820;Joint silicone 820;REF-0820;Description article 820;unité;9.40;20;4;20
ART-0821;Tuyau PVC 821;REF-0821;;mètre;9.77;21;4;21
ART-0822;Vis inox 822;REF-0822;;kg;10.14;22;4;22
ART-0823;Cable électrique 823;REF-0823;;litre;10.51;23;4;23
ART-0824;Joint torique 824;REF-0824;;boîte;10.88;24;4;24
ART-0825;Robinet thermostatique 825;REF-0825;Description article 825;unité;11.25;25;5;25
ART-0826;Collier de serrage 826;REF-0826;;mètre;11.62;26;5;26
ART-0827;Isolant laine 827;REF-0827;;kg;11.99;27;5;27
ART-0828;Peinture acrylique 828;REF-0828;;litre;12.36;28;5;28
ART-0829;Mastic 829;REF-0829;;boîte;12.73;29;5;29
ART-0830;Joint silicone 830;REF-0830;Description article 830;unité;13.10;30;6;30
ART-0831;Tuyau PVC 831;REF-0831;;mètre;13.47;31;6;31
ART-0832;Vis inox 832;REF-0832;;kg;13.84;32;6;32
ART-0833;Cable électrique 833;REF-0833;;litre;14.21;33;6;33
ART-0834;Joint torique 834;REF-0834;;boîte;14.58;34;6;34
ART-0835;Robinet thermostatique 835;REF-0835;Description article 835;unité;14.95;35;7;35
ART-0836;Collier de serrage 836;REF-0836;;mètre;15.32;36;7;36
ART-0837;Isolant laine 837;REF-0837;;kg;15.69;37;7;37
ART-0838;Peinture acrylique 838;REF-0838;;litre;16.06;38;7;38
ART-0839;Mastic 839;REF-0839;;boîte;16.43;39;7;39
ART-0840;Joint silicone 840;REF-0840;Description article 840;unité;16.80;40;8;40
ART-0841;Tuyau PVC 841;REF-0841;;mètre;17.17;41;8;41
ART-0842;Vis inox 842;REF-0842;;kg;17.54;42;8;42
ART-0843;Cable électrique 843;REF-0843;;litre;17.91;43;8;43
ART-0844;Joint torique 844;REF-0844;;boîte;18.28;44;8;44
ART-0845;Robinet thermostatique 845;REF-0845;Description article 845;unité;18.65;45;9;45
ART-0846;Collier de serrage 846;REF-0846;;mètre;19.02;46;9;46
ART-0847;Isolant laine 847;REF-0847;;kg;19.39;47;9;47
ART-0848;Peinture acrylique 848;REF-0848;;litre;19.76;48;9;48
ART-0849;Mastic 849;REF-0849;;boîte;20.13;49;9;49
ART-0850;Joint silicone 850;REF-0850;Description article 850;unité;2.00;50;10;50
ART-0851;Tuyau PVC 851;REF-0851;;mètre;2.37;51;10;51
ART-0852;Vis inox 852;REF-0852;;kg;2.74;52;10;52
ART-0853;Cable électrique 853;REF-0853;;litre;3.11;53;10;53
ART-0854;Joint torique 854;REF-0854;;boîte;3.48;54;10;54
ART-0855;Robinet thermostatique 855;REF-0855;Description article 855;unité;3.85;55;11;55
ART-0856;Collier de serrage 856;REF-0856;;mètre;4.22;56;11;56
ART-0857;Isolant laine 857;REF-0857;;kg;4.59;57;11;57
ART-0858;Peinture acrylique 858;REF-0858;;litre;4.96;58;11;58
ART-0859;Mastic 859;REF-0859;;boîte;5.33;59;11;59
ART-0860;Joint silicone 860;REF-0860;Description article 860;unité;5.70;60;12;60
ART-0861;Tuyau PVC 861;REF-0861;;mètre;6.07;61;12;61
ART-0862;Vis inox 862;REF-0862;;kg;6.44;62;12;62
ART-0863;Cable électrique 863;REF-0863;;litre;6.81;63;12;63
ART-0864;Joint torique 864;REF-0864;;boîte;7.18;64;12;64
ART-0865;Robinet thermostatique 865;REF-0865;Description article 865;unité;7.55;65;13;65
ART-0866;Collier de serrage 866;REF-0866;;mètre;7.92;66;13;66
ART-0867;Isolant laine 867;REF-0867;;kg;8.29;67;13;67
ART-0868;Peinture acrylique 868;REF-0868;;litre;8.66;68;13;68
ART-0869;Mastic 869;REF-0869;;boîte;9.03;69;13;69
ART-0870;Joint silicone 870;REF-0870;Description article 870;unité;9.40;70;14;70
ART-0871;Tuyau PVC 871;REF-0871;;mètre;9.77;71;14;71
ART-0872;Vis inox 872;REF-0872;;kg;10.14;72;14;72
ART-0873;Cable électrique 873;REF-0873;;litre;10.51;73;14;73
ART-0874;Joint torique 874;REF-0874;;boîte;10.88;74;14;74
ART-0875;Robinet thermostatique 875;REF-0875;Description article 875;unité;11.25;75;15;75
ART-0876;Collier de serrage 876;REF-0876;;mètre;11.62;76;15;76
ART-0877;Isolant laine 877;REF-0877;;kg;11.99;77;15;77
ART-0878;Peinture acrylique 878;REF-0878;;litre;12.36;78;15;78
ART-0879;Mastic 879;REF-0879;;boîte;12.73;79;15;79
ART-0880;Joint silicone 880;REF-0880;Description article 880;unité;13.10;80;16;80
ART-0881;Tuyau PVC 881;REF-0881;;mètre;13.47;81;16;81
ART-0882;Vis inox 882;REF-0882;;kg;13.84;82;16;82
ART-0883;Cable électrique 883;REF-0883;;litre;14.21;83;16;83
ART-0884;Joint torique 884;REF-0884;;boîte;14.58;84;16;84
ART-0885;Robinet thermostatique 885;REF-0885;Description article 885;unité;14.95;85;17;85
ART-0886;Collier de serrage 886;REF-0886;;mètre;15.32;86;17;86
ART-0887;Isolant laine 887;REF-0887;;kg;15.69;87;17;87
ART-0888;Peinture acrylique 888;REF-0888;;litre;16.06;88;17;88
ART-0889;Mastic 889;REF-0889;;boîte;16.43;89;17;89
ART-0890;Joint silicone 890;REF-0890;Description article 890;unité;16.80;90;18;90
ART-0891;Tuyau PVC 891;REF-0891;;mètre;17.17;91;18;91
ART-0892;Vis inox 892;REF-0892;;kg;17.54;92;18;92
ART-0893;Cable électrique 893;REF-0893;;litre;17.91;93;18;93
ART-0894;Joint torique 894;REF-0894;;boîte;18.28;94;18;94
ART-0895;Robinet thermostatique 895;REF-0895;Description article 895;unité;18.65;95;19;95
ART-0896;Collier de serrage 896;REF-0896;;mètre;19.02;96;19;96
ART-0897;Isolant laine 897;REF-0897;;kg;19.39;97;19;97
ART-0898;Peinture acrylique 898;REF-0898;;litre;19.76;98;19;98
ART-0899;Mastic 899;REF-0899;;boîte;20.13;99;19;99
ART-0900;Joint silicone 900;REF-0900;Description article 900;unité;2.00;100;20;100
ART-0901;Tuyau PVC 901;REF-0901;;mètre;2.37;101;20;101
ART-0902;Vis inox 902;REF-0902;;kg;2.74;102;20;102
ART-0903;Cable électrique 903;REF-0903;;litre;3.11;103;20;103
ART-0904;Joint torique 904;REF-0904;;boîte;3.48;104;20;104
ART-0905;Robinet thermostatique 905;REF-0905;Description article 905;unité;3.85;105;20;105
ART-0906;Collier de serrage 906;REF-0906;;mètre;4.22;106;20;106
ART-0907;Isolant laine 907;REF-0907;;kg;4.59;107;20;107
ART-0908;Peinture acrylique 908;REF-0908;;litre;4.96;108;20;108
ART-0909;Mastic 909;REF-0909;;boîte;5.33;109;20;109
ART-0910;Joint silicone 910;REF-0910;Description article 910;unité;5.70;110;20;110
ART-0911;Tuyau PVC 911;REF-0911;;mètre;6.07;111;20;111
ART-0912;Vis inox 912;REF-0912;;kg;6.44;112;20;112
ART-0913;Cable électrique 913;REF-0913;;litre;6.81;113;20;113
ART-0914;Joint torique 914;REF-0914;;boîte;7.18;114;20;114
ART-0915;Robinet thermostatique 915;REF-0915;Description article 915;unité;7.55;115;20;115
ART-0916;Collier de serrage 916;REF-0916;;mètre;7.92;116;20;116
ART-0917;Isolant laine 917;REF-0917;;kg;8.29;117;20;117
ART-0918;Peinture acrylique 918;REF-0918;;litre;8.66;118;20;118
ART-0919;Mastic 919;REF-0919;;boîte;9.03;119;20;119
ART-0920;Joint silicone 920;REF-0920;Description article 920;unité;9.40;120;20;120
ART-0921;Tuyau PVC 921;REF-0921;;mètre;9.77;121;20;121
ART-0922;Vis inox 922;REF-0922;;kg;10.14;122;20;122
ART-0923;Cable électrique 923;REF-0923;;litre;10.51;123;20;123
ART-0924;Joint torique 924;REF-0924;;boîte;10.88;124;20;124
ART-0925;Robinet thermostatique 925;REF-0925;Description article 925;unité;11.25;125;20;125
ART-0926;Collier de serrage 926;REF-0926;;mètre;11.62;126;20;126
ART-0927;Isolant laine 927;REF-0927;;kg;11.99;127;20;127
ART-0928;Peinture acrylique 928;REF-0928;;litre;12.36;128;20;128
ART-0929;Mastic 929;REF-0929;;boîte;12.73;129;20;129
ART-0930;Joint silicone 930;REF-0930;Description article 930;unité;13.10;130;20;130
ART-0931;Tuyau PVC 931;REF-0931;;mètre;13.47;131;20;131
ART-0932;Vis inox 932;REF-0932;;kg;13.84;132;20;132
ART-0933;Cable électrique 933;REF-0933;;litre;14.21;133;20;133
ART-0934;Joint torique 934;REF-0934;;boîte;14.58;134;20;134
ART-0935;Robinet thermostatique 935;REF-0935;Description article 935;unité;14.95;135;20;135
ART-0936;Collier de serrage 936;REF-0936;;mètre;15.32;136;20;136
ART-0937;Isolant laine 937;REF-0937;;kg;15.69;137;20;137
ART-0938;Peinture acrylique 938;REF-0938;;litre;16.06;138;20;138
ART-0939;Mastic 939;REF-0939;;boîte;16.43;139;20;139
ART-0940;Joint silicone 940;REF-0940;Description article 940;unité;16.80;140;20;140
ART-0941;Tuyau PVC 941;REF-0941;;mètre;17.17;141;20;141
ART-0942;Vis inox 942;REF-0942;;kg;17.54;142;20;142
ART-0943;Cable électrique 943;REF-0943;;litre;17.91;143;20;143
ART-0944;Joint torique 944;REF-0944;;boîte;18.28;144;20;144
ART-0945;Robinet thermostatique 945;REF-0945;Description article 945;unité;18.65;145;20;145
ART-0946;Collier de serrage 946;REF-0946;;mètre;19.02;146;20;146
ART-0947;Isolant laine 947;REF-0947;;kg;19.39;147;20;147
ART-0948;Peinture acrylique 948;REF-0948;;litre;19.76;148;20;148
ART-0949;Mastic 949;REF-0949;;boîte;20.13;149;20;149
ART-0950;Joint silicone 950;REF-0950;Description article 950;unité;2.00;150;20;150
ART-0951;Tuyau PVC 951;REF-0951;;mètre;2.37;151;20;151
ART-0952;Vis inox 952;REF-0952;;kg;2.74;152;20;152
ART-0953;Cable électrique 953;REF-0953;;litre;3.11;153;20;153
ART-0954;Joint torique 954;REF-0954;;boîte;3.48;154;20;154
ART-0955;Robinet thermostatique 955;REF-0955;Description article 955;unité;3.85;155;20;155
ART-0956;Collier de serrage 956;REF-0956;;mètre;4.22;156;20;156
ART-0957;Isolant laine 957;REF-0957;;kg;4.59;157;20;157
ART-0958;Peinture acrylique 958;REF-0958;;litre;4.96;158;20;158
ART-0959;Mastic 959;REF-0959;;boîte;5.33;159;20;159
ART-0960;Joint silicone 960;REF-0960;Description article 960;unité;5.70;160;20;160
ART-0961;Tuyau PVC 961;REF-0961;;mètre;6.07;161;20;161
ART-0962;Vis inox 962;REF-0962;;kg;6.44;162;20;162
ART-0963;Cable électrique 963;REF-0963;;litre;6.81;163;20;163
ART-0964;Joint torique 964;REF-0964;;boîte;7.18;164;20;164
ART-0965;Robinet thermostatique 965;REF-0965;Description article 965;unité;7.55;165;20;165
ART-0966;Collier de serrage 966;REF-0966;;mètre;7.92;166;20;166
ART-0967;Isolant laine 967;REF-0967;;kg;8.29;167;20;167
ART-0968;Peinture acrylique 968;REF-0968;;litre;8.66;168;20;168
ART-0969;Mastic 969;REF-0969;;boîte;9.03;169;20;169
ART-0970;Joint silicone 970;REF-0970;Description article 970;unité;9.40;170;20;170
ART-0971;Tuyau PVC 971;REF-0971;;mètre;9.77;171;20;171
ART-0972;Vis inox 972;REF-0972;;kg;10.14;172;20;172
ART-0973;Cable électrique 973;REF-0973;;litre;10.51;173;20;173
ART-0974;Joint torique 974;REF-0974;;boîte;10.88;174;20;174
ART-0975;Robinet thermostatique 975;REF-0975;Description article 975;unité;11.25;175;20;175
ART-0976;Collier de serrage 976;REF-0976;;mètre;11.62;176;20;176
ART-0977;Isolant laine 977;REF-0977;;kg;11.99;177;20;177
ART-0978;Peinture acrylique 978;REF-0978;;litre;12.36;178;20;178
ART-0979;Mastic 979;REF-0979;;boîte;12.73;179;20;179
ART-0980;Joint silicone 980;REF-0980;Description article 980;unité;13.10;180;20;180
ART-0981;Tuyau PVC 981;REF-0981;;mètre;13.47;181;20;181
ART-0982;Vis inox 982;REF-0982;;kg;13.84;182;20;182
ART-0983;Cable électrique 983;REF-0983;;litre;14.21;183;20;183
ART-0984;Joint torique 984;REF-0984;;boîte;14.58;184;20;184
ART-0985;Robinet thermostatique 985;REF-0985;Description article 985;unité;14.95;185;20;185
ART-0986;Collier de serrage 986;REF-0986;;mètre;15.32;186;20;186
ART-0987;Isolant laine 987;REF-0987;;kg;15.69;187;20;187
ART-0988;Peinture acrylique 988;REF-0988;;litre;16.06;188;20;188
ART-0989;Mastic 989;REF-0989;;boîte;16.43;189;20;189
ART-0990;Joint silicone 990;REF-0990;Description article 990;unité;16.80;190;20;190
ART-0991;Tuyau PVC 991;REF-0991;;mètre;17.17;191;20;191
ART-0992;Vis inox 992;REF-0992;;kg;17.54;192;20;192
ART-0993;Cable électrique 993;REF-0993;;litre;17.91;193;20;193
ART-0994;Joint torique 994;REF-0994;;boîte;18.28;194;20;194
ART-0995;Robinet thermostatique 995;REF-0995;Description article 995;unité;18.65;195;20;195
ART-0996;Collier de serrage 996;REF-0996;;mètre;19.02;196;20;196
ART-0997;Isolant laine 997;REF-0997;;kg;19.39;197;20;197
ART-0998;Peinture acrylique 998;REF-0998;;litre;19.76;198;20;198
ART-0999;Mastic 999;REF-0999;;boîte;20.13;199;20;199
ART-1000;Joint silicone 1000;REF-1000;Description article 1000;unité;2.00;0;0;5
